County,State,Estimated_Usage_2016,County_State
Hamilton County,Ohio,6963.33,Hamilton County_Ohio
Hancock County,Ohio,649.87,Hancock County_Ohio
Hardin County,Ohio,269.59,Hardin County_Ohio
Harrison County,Ohio,130.79,Harrison County_Ohio
Henry County,Ohio,233.96,Henry County_Ohio
Highland County,Ohio,368.99,Highland County_Ohio
Hocking County,Ohio,243.57,Hocking County_Ohio
Holmes County,Ohio,376.24,Holmes County_Ohio
Huron County,Ohio,501,Huron County_Ohio
Jackson County,Ohio,279.03,Jackson County_Ohio
Jefferson County,Ohio,574.36,Jefferson County_Ohio
Knox County,Ohio,522.5,Knox County_Ohio
Lake County,Ohio,1970.18,Lake County_Ohio
Lawrence County,Ohio,520.65,Lawrence County_Ohio
Licking County,Ohio,1475.71,Licking County_Ohio
Logan County,Ohio,387.44,Logan County_Ohio
Lorain County,Ohio,2630.81,Lorain County_Ohio
Lucas County,Ohio,3713.3,Lucas County_Ohio
Madison County,Ohio,372.11,Madison County_Ohio
Mahoning County,Ohio,1976.63,Mahoning County_Ohio
Marion County,Ohio,560.73,Marion County_Ohio
Medina County,Ohio,1517.82,Medina County_Ohio
Meigs County,Ohio,198.69,Meigs County_Ohio
Mercer County,Ohio,349.32,Mercer County_Ohio
Miami County,Ohio,897.36,Miami County_Ohio
Monroe County,Ohio,120.9,Monroe County_Ohio
Montgomery County,Ohio,4563.41,Montgomery County_Ohio
Morgan County,Ohio,126.49,Morgan County_Ohio
Morrow County,Ohio,299.71,Morrow County_Ohio
Muskingum County,Ohio,737.65,Muskingum County_Ohio
Noble County,Ohio,123.96,Noble County_Ohio
Ottawa County,Ohio,347.37,Ottawa County_Ohio
Paulding County,Ohio,161.61,Paulding County_Ohio
Perry County,Ohio,308.89,Perry County_Ohio
Pickaway County,Ohio,493.83,Pickaway County_Ohio
Pike County,Ohio,242.15,Pike County_Ohio
Portage County,Ohio,1395.07,Portage County_Ohio
Preble County,Ohio,352.96,Preble County_Ohio
Putnam County,Ohio,291.67,Putnam County_Ohio
Richland County,Ohio,1040.59,Richland County_Ohio
Ross County,Ohio,659.48,Ross County_Ohio
Sandusky County,Ohio,508.77,Sandusky County_Ohio
Scioto County,Ohio,654.79,Scioto County_Ohio
Seneca County,Ohio,475.74,Seneca County_Ohio
Shelby County,Ohio,418.01,Shelby County_Ohio
Stark County,Ohio,3204.21,Stark County_Ohio
Summit County,Ohio,4642.62,Summit County_Ohio
Trumbull County,Ohio,1730.67,Trumbull County_Ohio
Tuscarawas County,Ohio,794.51,Tuscarawas County_Ohio
Union County,Ohio,476.71,Union County_Ohio
Van Wert County,Ohio,241.76,Van Wert County_Ohio
Vinton County,Ohio,111.72,Vinton County_Ohio
Warren County,Ohio,1944.09,Warren County_Ohio
Washington County,Ohio,519.75,Washington County_Ohio
Wayne County,Ohio,1001.04,Wayne County_Ohio
Williams County,Ohio,316.91,Williams County_Ohio
Wood County,Ohio,1113.76,Wood County_Ohio
Wyandot County,Ohio,189.4,Wyandot County_Ohio
Adair County,Oklahoma,190.1,Adair County_Oklahoma
Alfalfa County,Oklahoma,50.74,Alfalfa County_Oklahoma
Atoka County,Oklahoma,119.19,Atoka County_Oklahoma
Beaver County,Oklahoma,46.56,Beaver County_Oklahoma
Beckham County,Oklahoma,192.48,Beckham County_Oklahoma
Blaine County,Oklahoma,82.27,Blaine County_Oklahoma
Bryan County,Oklahoma,391.31,Bryan County_Oklahoma
Caddo County,Oklahoma,253.77,Caddo County_Oklahoma
Canadian County,Oklahoma,1170.63,Canadian County_Oklahoma
Carter County,Oklahoma,415.45,Carter County_Oklahoma
Cherokee County,Oklahoma,418.6,Cherokee County_Oklahoma
Choctaw County,Oklahoma,127.61,Choctaw County_Oklahoma
Cimarron County,Oklahoma,18.58,Cimarron County_Oklahoma
Cleveland County,Oklahoma,2386.3,Cleveland County_Oklahoma
Coal County,Oklahoma,48.37,Coal County_Oklahoma
Comanche County,Oklahoma,1044.78,Comanche County_Oklahoma
Cotton County,Oklahoma,50.79,Cotton County_Oklahoma
Craig County,Oklahoma,124.14,Craig County_Oklahoma
Creek County,Oklahoma,610.32,Creek County_Oklahoma
Custer County,Oklahoma,250.17,Custer County_Oklahoma
Delaware County,Oklahoma,359.59,Delaware County_Oklahoma
Dewey County,Oklahoma,41.91,Dewey County_Oklahoma
Ellis County,Oklahoma,35.07,Ellis County_Oklahoma
Garfield County,Oklahoma,535.79,Garfield County_Oklahoma
Garvin County,Oklahoma,239.63,Garvin County_Oklahoma
Grady County,Oklahoma,469.59,Grady County_Oklahoma
Grant County,Oklahoma,38.1,Grant County_Oklahoma
Greer County,Oklahoma,51.07,Greer County_Oklahoma
Harmon County,Oklahoma,23.13,Harmon County_Oklahoma
Harper County,Oklahoma,32.93,Harper County_Oklahoma
Haskell County,Oklahoma,108.54,Haskell County_Oklahoma
Hughes County,Oklahoma,115.07,Hughes County_Oklahoma
Jackson County,Oklahoma,218.5,Jackson County_Oklahoma
Jefferson County,Oklahoma,53.66,Jefferson County_Oklahoma
Johnston County,Oklahoma,95.33,Johnston County_Oklahoma
Kay County,Oklahoma,385.73,Kay County_Oklahoma
Kingfisher County,Oklahoma,133.62,Kingfisher County_Oklahoma
Kiowa County,Oklahoma,77.39,Kiowa County_Oklahoma
Latimer County,Oklahoma,90.35,Latimer County_Oklahoma
Le Flore County,Oklahoma,428.51,Le Flore County_Oklahoma
Lincoln County,Oklahoma,299.2,Lincoln County_Oklahoma
Logan County,Oklahoma,395.1,Logan County_Oklahoma
Love County,Oklahoma,85.58,Love County_Oklahoma
McClain County,Oklahoma,331.28,McClain County_Oklahoma
McCurtain County,Oklahoma,282.86,McCurtain County_Oklahoma
McIntosh County,Oklahoma,169.6,McIntosh County_Oklahoma
Major County,Oklahoma,66.35,Major County_Oklahoma
Marshall County,Oklahoma,139.42,Marshall County_Oklahoma
Mayes County,Oklahoma,351.96,Mayes County_Oklahoma
Murray County,Oklahoma,119.31,Murray County_Oklahoma
Muskogee County,Oklahoma,592.25,Muskogee County_Oklahoma
Noble County,Oklahoma,97.75,Noble County_Oklahoma
Nowata County,Oklahoma,89.27,Nowata County_Oklahoma
Okfuskee County,Oklahoma,103.74,Okfuskee County_Oklahoma
Oklahoma County,Oklahoma,6738.2,Oklahoma County_Oklahoma
Okmulgee County,Oklahoma,335.38,Okmulgee County_Oklahoma
Osage County,Oklahoma,406.51,Osage County_Oklahoma
Ottawa County,Oklahoma,270.94,Ottawa County_Oklahoma
Pawnee County,Oklahoma,141.47,Pawnee County_Oklahoma
Payne County,Oklahoma,701.84,Payne County_Oklahoma
Pittsburg County,Oklahoma,380.45,Pittsburg County_Oklahoma
Pontotoc County,Oklahoma,330.55,Pontotoc County_Oklahoma
Pottawatomie County,Oklahoma,618.12,Pottawatomie County_Oklahoma
Pushmataha County,Oklahoma,94.81,Pushmataha County_Oklahoma
Roger Mills County,Oklahoma,31.53,Roger Mills County_Oklahoma
Rogers County,Oklahoma,781.37,Rogers County_Oklahoma
Seminole County,Oklahoma,215.68,Seminole County_Oklahoma
Sequoyah County,Oklahoma,355.67,Sequoyah County_Oklahoma
Stephens County,Oklahoma,377.84,Stephens County_Oklahoma
Texas County,Oklahoma,181.22,Texas County_Oklahoma
Tillman County,Oklahoma,64.64,Tillman County_Oklahoma
Tulsa County,Oklahoma,5546.11,Tulsa County_Oklahoma
Wagoner County,Oklahoma,666.72,Wagoner County_Oklahoma
Washington County,Oklahoma,446.47,Washington County_Oklahoma
Washita County,Oklahoma,98.65,Washita County_Oklahoma
Woods County,Oklahoma,78.48,Woods County_Oklahoma
Woodward County,Oklahoma,179.92,Woodward County_Oklahoma
Baker County,Oregon,136.86,Baker County_Oregon
Benton County,Oregon,770,Benton County_Oregon
Clackamas County,Oregon,3490.31,Clackamas County_Oregon
Clatsop County,Oregon,331.93,Clatsop County_Oregon
Columbia County,Oregon,436.98,Columbia County_Oregon
Coos County,Oregon,543.52,Coos County_Oregon
Crook County,Oregon,191.45,Crook County_Oregon
Curry County,Oregon,194,Curry County_Oregon
Deschutes County,Oregon,1549.98,Deschutes County_Oregon
Douglas County,Oregon,927.97,Douglas County_Oregon
Gilliam County,Oregon,15.93,Gilliam County_Oregon
Grant County,Oregon,61.51,Grant County_Oregon
Harney County,Oregon,62.18,Harney County_Oregon
Hood River County,Oregon,198.23,Hood River County_Oregon
Jackson County,Oregon,1839.16,Jackson County_Oregon
Jefferson County,Oregon,197.86,Jefferson County_Oregon
Josephine County,Oregon,733.5,Josephine County_Oregon
Klamath County,Oregon,567.73,Klamath County_Oregon
Lake County,Oregon,67.29,Lake County_Oregon
Lane County,Oregon,3166.56,Lane County_Oregon
Lincoln County,Oregon,410.46,Lincoln County_Oregon
Linn County,Oregon,1053.03,Linn County_Oregon
Malheur County,Oregon,260.55,Malheur County_Oregon
Marion County,Oregon,2881.32,Marion County_Oregon
Morrow County,Oregon,96.35,Morrow County_Oregon
Multnomah County,Oregon,6896.14,Multnomah County_Oregon
Polk County,Oregon,699,Polk County_Oregon
Sherman County,Oregon,14.68,Sherman County_Oregon
Tillamook County,Oregon,224.19,Tillamook County_Oregon
Umatilla County,Oregon,657.87,Umatilla County_Oregon
Union County,Oregon,223.63,Union County_Oregon
Wallowa County,Oregon,59.31,Wallowa County_Oregon
Wasco County,Oregon,221.16,Wasco County_Oregon
Washington County,Oregon,5017.92,Washington County_Oregon
Wheeler County,Oregon,11.33,Wheeler County_Oregon
Yamhill County,Oregon,894.59,Yamhill County_Oregon
Adams County,Pennsylvania,873.55,Adams County_Pennsylvania
Allegheny County,Pennsylvania,10524.81,Allegheny County_Pennsylvania
Armstrong County,Pennsylvania,568.85,Armstrong County_Pennsylvania
Beaver County,Pennsylvania,1430.91,Beaver County_Pennsylvania
Bedford County,Pennsylvania,416.9,Bedford County_Pennsylvania
Berks County,Pennsylvania,3567.14,Berks County_Pennsylvania
Blair County,Pennsylvania,1061.18,Blair County_Pennsylvania
Bradford County,Pennsylvania,524.22,Bradford County_Pennsylvania
Bucks County,Pennsylvania,5370.47,Bucks County_Pennsylvania
Butler County,Pennsylvania,1598.02,Butler County_Pennsylvania
Cambria County,Pennsylvania,1153.3,Cambria County_Pennsylvania
Cameron County,Pennsylvania,40.41,Cameron County_Pennsylvania
Carbon County,Pennsylvania,545.02,Carbon County_Pennsylvania
Centre County,Pennsylvania,1390.5,Centre County_Pennsylvania
Chester County,Pennsylvania,4434.28,Chester County_Pennsylvania
Clarion County,Pennsylvania,331.11,Clarion County_Pennsylvania
Clearfield County,Pennsylvania,687.93,Clearfield County_Pennsylvania
Clinton County,Pennsylvania,334.59,Clinton County_Pennsylvania
Columbia County,Pennsylvania,567.71,Columbia County_Pennsylvania
Crawford County,Pennsylvania,740.51,Crawford County_Pennsylvania
Cumberland County,Pennsylvania,2123.01,Cumberland County_Pennsylvania
Dauphin County,Pennsylvania,2353.22,Dauphin County_Pennsylvania
Delaware County,Pennsylvania,4834.78,Delaware County_Pennsylvania
Elk County,Pennsylvania,261.73,Elk County_Pennsylvania
Erie County,Pennsylvania,2370.57,Erie County_Pennsylvania
Fayette County,Pennsylvania,1135.7,Fayette County_Pennsylvania
Forest County,Pennsylvania,62.84,Forest County_Pennsylvania
Franklin County,Pennsylvania,1319.21,Franklin County_Pennsylvania
Fulton County,Pennsylvania,124.34,Fulton County_Pennsylvania
Greene County,Pennsylvania,319.27,Greene County_Pennsylvania
Huntingdon County,Pennsylvania,389.05,Huntingdon County_Pennsylvania
Indiana County,Pennsylvania,731.02,Indiana County_Pennsylvania
Jefferson County,Pennsylvania,377.84,Jefferson County_Pennsylvania
Juniata County,Pennsylvania,210.69,Juniata County_Pennsylvania
Lackawanna County,Pennsylvania,1811.02,Lackawanna County_Pennsylvania
Lancaster County,Pennsylvania,4616.66,Lancaster County_Pennsylvania
Lawrence County,Pennsylvania,749.31,Lawrence County_Pennsylvania
Lebanon County,Pennsylvania,1188.12,Lebanon County_Pennsylvania
Lehigh County,Pennsylvania,3107.53,Lehigh County_Pennsylvania
Luzerne County,Pennsylvania,2720.03,Luzerne County_Pennsylvania
Lycoming County,Pennsylvania,985.17,Lycoming County_Pennsylvania
McKean County,Pennsylvania,357.64,McKean County_Pennsylvania
Mercer County,Pennsylvania,966.15,Mercer County_Pennsylvania
Mifflin County,Pennsylvania,397.52,Mifflin County_Pennsylvania
Monroe County,Pennsylvania,1427.9,Monroe County_Pennsylvania
Montgomery County,Pennsylvania,7036.37,Montgomery County_Pennsylvania
Montour County,Pennsylvania,156.53,Montour County_Pennsylvania
Northampton County,Pennsylvania,2585.72,Northampton County_Pennsylvania
Northumberland County,Pennsylvania,791.72,Northumberland County_Pennsylvania
Perry County,Pennsylvania,394.16,Perry County_Pennsylvania
Philadelphia County,Pennsylvania,13525.51,Philadelphia County_Pennsylvania
Pike County,Pennsylvania,472.11,Pike County_Pennsylvania
Potter County,Pennsylvania,145.45,Potter County_Pennsylvania
Schuylkill County,Pennsylvania,1231.42,Schuylkill County_Pennsylvania
Snyder County,Pennsylvania,347.08,Snyder County_Pennsylvania
Somerset County,Pennsylvania,642.58,Somerset County_Pennsylvania
Sullivan County,Pennsylvania,52.59,Sullivan County_Pennsylvania
Susquehanna County,Pennsylvania,354.04,Susquehanna County_Pennsylvania
Tioga County,Pennsylvania,353.94,Tioga County_Pennsylvania
Union County,Pennsylvania,390.51,Union County_Pennsylvania
Venango County,Pennsylvania,450.28,Venango County_Pennsylvania
Warren County,Pennsylvania,343.35,Warren County_Pennsylvania
Washington County,Pennsylvania,1779.66,Washington County_Pennsylvania
Wayne County,Pennsylvania,440.43,Wayne County_Pennsylvania
Westmoreland County,Pennsylvania,3044.32,Westmoreland County_Pennsylvania
Wyoming County,Pennsylvania,236.31,Wyoming County_Pennsylvania
York County,Pennsylvania,3807.63,York County_Pennsylvania
Bristol County,Rhode Island,419.25,Bristol County_Rhode Island
Kent County,Rhode Island,1404.13,Kent County_Rhode Island
Newport County,Rhode Island,713.83,Newport County_Rhode Island
Providence County,Rhode Island,5450.31,Providence County_Rhode Island
Washington County,Rhode Island,1082.13,Washington County_Rhode Island
Abbeville County,South Carolina,211.35,Abbeville County_South Carolina
Aiken County,South Carolina,1433.75,Aiken County_South Carolina
Allendale County,South Carolina,77.63,Allendale County_South Carolina
Anderson County,South Carolina,1678.89,Anderson County_South Carolina
Bamberg County,South Carolina,124.27,Bamberg County_South Carolina
Barnwell County,South Carolina,185.42,Barnwell County_South Carolina
Beaufort County,South Carolina,1572.01,Beaufort County_South Carolina
Berkeley County,South Carolina,1788.92,Berkeley County_South Carolina
Calhoun County,South Carolina,126.5,Calhoun County_South Carolina
Charleston County,South Carolina,3404.44,Charleston County_South Carolina
Cherokee County,South Carolina,486.34,Cherokee County_South Carolina
Chester County,South Carolina,276.87,Chester County_South Carolina
Chesterfield County,South Carolina,395.77,Chesterfield County_South Carolina
Clarendon County,South Carolina,293.67,Clarendon County_South Carolina
Colleton County,South Carolina,322.58,Colleton County_South Carolina
Darlington County,South Carolina,577.09,Darlington County_South Carolina
Dillon County,South Carolina,263.78,Dillon County_South Carolina
Dorchester County,South Carolina,1340.2,Dorchester County_South Carolina
Edgefield County,South Carolina,228.31,Edgefield County_South Carolina
Fairfield County,South Carolina,194.28,Fairfield County_South Carolina
Florence County,South Carolina,1189.2,Florence County_South Carolina
Georgetown County,South Carolina,528.57,Georgetown County_South Carolina
Greenville County,South Carolina,4281.01,Greenville County_South Carolina
Greenwood County,South Carolina,603.01,Greenwood County_South Carolina
Hampton County,South Carolina,169.83,Hampton County_South Carolina
Horry County,South Carolina,2755.16,Horry County_South Carolina
Jasper County,South Carolina,240.49,Jasper County_South Carolina
Kershaw County,South Carolina,551.55,Kershaw County_South Carolina
Lancaster County,South Carolina,771.84,Lancaster County_South Carolina
Laurens County,South Carolina,571.91,Laurens County_South Carolina
Lee County,South Carolina,150.11,Lee County_South Carolina
Lexington County,South Carolina,2458.21,Lexington County_South Carolina
McCormick County,South Carolina,82.18,McCormick County_South Carolina
Marion County,South Carolina,272.49,Marion County_South Carolina
Marlboro County,South Carolina,231.34,Marlboro County_South Carolina
Newberry County,South Carolina,325.59,Newberry County_South Carolina
Oconee County,South Carolina,656.96,Oconee County_South Carolina
Orangeburg County,South Carolina,758.91,Orangeburg County_South Carolina
Pickens County,South Carolina,1055.71,Pickens County_South Carolina
Richland County,South Carolina,3508.5,Richland County_South Carolina
Saluda County,South Carolina,173.75,Saluda County_South Carolina
Spartanburg County,South Carolina,2580.89,Spartanburg County_South Carolina
Sumter County,South Carolina,919.14,Sumter County_South Carolina
Union County,South Carolina,237.31,Union County_South Carolina
Williamsburg County,South Carolina,273.83,Williamsburg County_South Carolina
York County,South Carolina,2212.39,York County_South Carolina
Aurora County,South Dakota,23.61,Aurora County_South Dakota
Beadle County,South Dakota,156.24,Beadle County_South Dakota
Bennett County,South Dakota,29.51,Bennett County_South Dakota
Bon Homme County,South Dakota,59.63,Bon Homme County_South Dakota
Brookings County,South Dakota,293.87,Brookings County_South Dakota
Brown County,South Dakota,333.86,Brown County_South Dakota
Brule County,South Dakota,44.72,Brule County_South Dakota
Buffalo County,South Dakota,17.42,Buffalo County_South Dakota
Butte County,South Dakota,86.8,Butte County_South Dakota
Campbell County,South Dakota,11.9,Campbell County_South Dakota
Charles Mix County,South Dakota,80.29,Charles Mix County_South Dakota
Clark County,South Dakota,31.23,Clark County_South Dakota
Clay County,South Dakota,119.41,Clay County_South Dakota
Codington County,South Dakota,240.51,Codington County_South Dakota
Corson County,South Dakota,35.32,Corson County_South Dakota
Custer County,South Dakota,73.78,Custer County_South Dakota
Davison County,South Dakota,171.55,Davison County_South Dakota
Day County,South Dakota,47.3,Day County_South Dakota
Deuel County,South Dakota,36.52,Deuel County_South Dakota
Dewey County,South Dakota,49.58,Dewey County_South Dakota
Douglas County,South Dakota,24.98,Douglas County_South Dakota
Edmunds County,South Dakota,33.79,Edmunds County_South Dakota
Fall River County,South Dakota,58.13,Fall River County_South Dakota
Faulk County,South Dakota,19.88,Faulk County_South Dakota
Grant County,South Dakota,61.94,Grant County_South Dakota
Gregory County,South Dakota,35.68,Gregory County_South Dakota
Haakon County,South Dakota,16.17,Haakon County_South Dakota
Hamlin County,South Dakota,50.79,Hamlin County_South Dakota
Hand County,South Dakota,28.1,Hand County_South Dakota
Hanson County,South Dakota,29.04,Hanson County_South Dakota
Harding County,South Dakota,10.85,Harding County_South Dakota
Hughes County,South Dakota,150.93,Hughes County_South Dakota
Hutchinson County,South Dakota,62.84,Hutchinson County_South Dakota
Hyde County,South Dakota,11.44,Hyde County_South Dakota
Jackson County,South Dakota,28.2,Jackson County_South Dakota
Jerauld County,South Dakota,17.25,Jerauld County_South Dakota
Jones County,South Dakota,7.99,Jones County_South Dakota
Kingsbury County,South Dakota,42.65,Kingsbury County_South Dakota
Lake County,South Dakota,108.09,Lake County_South Dakota
Lawrence County,South Dakota,216.83,Lawrence County_South Dakota
Lincoln County,South Dakota,468.11,Lincoln County_South Dakota
Lyman County,South Dakota,33.47,Lyman County_South Dakota
McCook County,South Dakota,47.01,McCook County_South Dakota
McPherson County,South Dakota,20.74,McPherson County_South Dakota
Marshall County,South Dakota,41.36,Marshall County_South Dakota
Meade County,South Dakota,234.69,Meade County_South Dakota
Mellette County,South Dakota,17.81,Mellette County_South Dakota
Miner County,South Dakota,19.14,Miner County_South Dakota
Minnehaha County,South Dakota,1600.37,Minnehaha County_South Dakota
Moody County,South Dakota,55.97,Moody County_South Dakota
Oglala Lakota County,South Dakota,123.81,Oglala Lakota County_South Dakota
Pennington County,South Dakota,934.75,Pennington County_South Dakota
Perkins County,South Dakota,25.36,Perkins County_South Dakota
Potter County,South Dakota,19.32,Potter County_South Dakota
Roberts County,South Dakota,87.43,Roberts County_South Dakota
Sanborn County,South Dakota,20.4,Sanborn County_South Dakota
Spink County,South Dakota,55.71,Spink County_South Dakota
Stanley County,South Dakota,25.85,Stanley County_South Dakota
Sully County,South Dakota,12.13,Sully County_South Dakota
Todd County,South Dakota,87.75,Todd County_South Dakota
Tripp County,South Dakota,47.09,Tripp County_South Dakota
Turner County,South Dakota,70.88,Turner County_South Dakota
Union County,South Dakota,129.69,Union County_South Dakota
Walworth County,South Dakota,47.14,Walworth County_South Dakota
Yankton County,South Dakota,194.4,Yankton County_South Dakota
Ziebach County,South Dakota,24.65,Ziebach County_South Dakota
Anderson County,Tennessee,648.51,Anderson County_Tennessee
Bedford County,Tennessee,406.71,Bedford County_Tennessee
Benton County,Tennessee,137.78,Benton County_Tennessee
Bledsoe County,Tennessee,125.4,Bledsoe County_Tennessee
Blount County,Tennessee,1100.47,Blount County_Tennessee
Bradley County,Tennessee,894.32,Bradley County_Tennessee
Campbell County,Tennessee,340.22,Campbell County_Tennessee
Cannon County,Tennessee,119.24,Cannon County_Tennessee
Carroll County,Tennessee,239.37,Carroll County_Tennessee
Carter County,Tennessee,484.54,Carter County_Tennessee
Cheatham County,Tennessee,340.93,Cheatham County_Tennessee
Chester County,Tennessee,146.91,Chester County_Tennessee
Claiborne County,Tennessee,271.1,Claiborne County_Tennessee
Clay County,Tennessee,65.93,Clay County_Tennessee
Cocke County,Tennessee,301.59,Cocke County_Tennessee
Coffee County,Tennessee,466.75,Coffee County_Tennessee
Crockett County,Tennessee,124.05,Crockett County_Tennessee
Cumberland County,Tennessee,501.98,Cumberland County_Tennessee
Davidson County,Tennessee,5898.19,Davidson County_Tennessee
Decatur County,Tennessee,100.45,Decatur County_Tennessee
DeKalb County,Tennessee,166.97,DeKalb County_Tennessee
Dickson County,Tennessee,445.37,Dickson County_Tennessee
Dyer County,Tennessee,322.35,Dyer County_Tennessee
Fayette County,Tennessee,339.9,Fayette County_Tennessee
Fentress County,Tennessee,153.91,Fentress County_Tennessee
Franklin County,Tennessee,356.01,Franklin County_Tennessee
Gibson County,Tennessee,421.48,Gibson County_Tennessee
Giles County,Tennessee,250.16,Giles County_Tennessee
Grainger County,Tennessee,198.1,Grainger County_Tennessee
Greene County,Tennessee,587.83,Greene County_Tennessee
Grundy County,Tennessee,113.81,Grundy County_Tennessee
Hamblen County,Tennessee,546.25,Hamblen County_Tennessee
Hamilton County,Tennessee,3070.44,Hamilton County_Tennessee
Hancock County,Tennessee,56.53,Hancock County_Tennessee
Hardeman County,Tennessee,218.59,Hardeman County_Tennessee
Hardin County,Tennessee,220.85,Hardin County_Tennessee
Hawkins County,Tennessee,483.82,Hawkins County_Tennessee
Haywood County,Tennessee,152.79,Haywood County_Tennessee
Henderson County,Tennessee,238.23,Henderson County_Tennessee
Henry County,Tennessee,276.66,Henry County_Tennessee
Hickman County,Tennessee,211.58,Hickman County_Tennessee
Houston County,Tennessee,69.5,Houston County_Tennessee
Humphreys County,Tennessee,157.59,Humphreys County_Tennessee
Jackson County,Tennessee,99.48,Jackson County_Tennessee
Jefferson County,Tennessee,455.79,Jefferson County_Tennessee
Johnson County,Tennessee,152.39,Johnson County_Tennessee
Knox County,Tennessee,3909.5,Knox County_Tennessee
Lake County,Tennessee,64.49,Lake County_Tennessee
Lauderdale County,Tennessee,216.9,Lauderdale County_Tennessee
Lawrence County,Tennessee,368.62,Lawrence County_Tennessee
Lewis County,Tennessee,102.04,Lewis County_Tennessee
Lincoln County,Tennessee,287.9,Lincoln County_Tennessee
Loudon County,Tennessee,440.57,Loudon County_Tennessee
McMinn County,Tennessee,451.83,McMinn County_Tennessee
McNairy County,Tennessee,221.39,McNairy County_Tennessee
Macon County,Tennessee,200.01,Macon County_Tennessee
Madison County,Tennessee,836.86,Madison County_Tennessee
Marion County,Tennessee,243.25,Marion County_Tennessee
Marshall County,Tennessee,274.08,Marshall County_Tennessee
Maury County,Tennessee,768.31,Maury County_Tennessee
Meigs County,Tennessee,102.57,Meigs County_Tennessee
Monroe County,Tennessee,393.64,Monroe County_Tennessee
Montgomery County,Tennessee,1669.15,Montgomery County_Tennessee
Moore County,Tennessee,53.92,Moore County_Tennessee
Morgan County,Tennessee,186.34,Morgan County_Tennessee
Obion County,Tennessee,262,Obion County_Tennessee
Overton County,Tennessee,188.39,Overton County_Tennessee
Perry County,Tennessee,67.51,Perry County_Tennessee
Pickett County,Tennessee,43.66,Pickett County_Tennessee
Polk County,Tennessee,144.07,Polk County_Tennessee
Putnam County,Tennessee,651.85,Putnam County_Tennessee
Rhea County,Tennessee,278.21,Rhea County_Tennessee
Roane County,Tennessee,453.56,Roane County_Tennessee
Robertson County,Tennessee,593.6,Robertson County_Tennessee
Rutherford County,Tennessee,2637.7,Rutherford County_Tennessee
Scott County,Tennessee,187.64,Scott County_Tennessee
Sequatchie County,Tennessee,126.53,Sequatchie County_Tennessee
Sevier County,Tennessee,826.86,Sevier County_Tennessee
Shelby County,Tennessee,8037.44,Shelby County_Tennessee
Smith County,Tennessee,166.83,Smith County_Tennessee
Stewart County,Tennessee,112.93,Stewart County_Tennessee
Sullivan County,Tennessee,1340.53,Sullivan County_Tennessee
Sumner County,Tennessee,1537.06,Sumner County_Tennessee
Tipton County,Tennessee,525.19,Tipton County_Tennessee
Trousdale County,Tennessee,85.41,Trousdale County_Tennessee
Unicoi County,Tennessee,151.64,Unicoi County_Tennessee
Union County,Tennessee,164.95,Union County_Tennessee
Van Buren County,Tennessee,48.9,Van Buren County_Tennessee
Warren County,Tennessee,347,Warren County_Tennessee
Washington County,Tennessee,1091.26,Washington County_Tennessee
Wayne County,Tennessee,142.95,Wayne County_Tennessee
Weakley County,Tennessee,288.12,Weakley County_Tennessee
White County,Tennessee,226.93,White County_Tennessee
Williamson County,Tennessee,1877.4,Williamson County_Tennessee
Wilson County,Tennessee,1136.24,Wilson County_Tennessee
Anderson County,Texas,493.78,Anderson County_Texas
Andrews County,Texas,152.77,Andrews County_Texas
Angelina County,Texas,752.98,Angelina County_Texas
Aransas County,Texas,216.14,Aransas County_Texas
Archer County,Texas,75.33,Archer County_Texas
Armstrong County,Texas,15.81,Armstrong County_Texas
Atascosa County,Texas,417.87,Atascosa County_Texas
Austin County,Texas,254.28,Austin County_Texas
Bailey County,Texas,61.65,Bailey County_Texas
Bandera County,Texas,186.23,Bandera County_Texas
Bastrop County,Texas,710.66,Bastrop County_Texas
Baylor County,Texas,31.21,Baylor County_Texas
Bee County,Texas,281.5,Bee County_Texas
Bell County,Texas,2928.42,Bell County_Texas
Bexar County,Texas,16555.47,Bexar County_Texas
Blanco County,Texas,97.15,Blanco County_Texas
Borden County,Texas,5.64,Borden County_Texas
Bosque County,Texas,154.56,Bosque County_Texas
Bowie County,Texas,806.47,Bowie County_Texas
Brazoria County,Texas,3035.43,Brazoria County_Texas
Brazos County,Texas,1888.95,Brazos County_Texas
Brewster County,Texas,78.91,Brewster County_Texas
Briscoe County,Texas,12.74,Briscoe County_Texas
Brooks County,Texas,61.78,Brooks County_Texas
Brown County,Texas,326.68,Brown County_Texas
Burleson County,Texas,153.2,Burleson County_Texas
Burnet County,Texas,393.41,Burnet County_Texas
Caldwell County,Texas,353.23,Caldwell County_Texas
Calhoun County,Texas,188.56,Calhoun County_Texas
Callahan County,Texas,118.31,Callahan County_Texas
Cameron County,Texas,3621.96,Cameron County_Texas
Camp County,Texas,109.7,Camp County_Texas
Carson County,Texas,52.3,Carson County_Texas
Cass County,Texas,258.03,Cass County_Texas
Castro County,Texas,66.78,Castro County_Texas
Chambers County,Texas,345.32,Chambers County_Texas
Cherokee County,Texas,445.53,Cherokee County_Texas
Childress County,Texas,61.74,Childress County_Texas
Clay County,Texas,87.94,Clay County_Texas
Cochran County,Texas,24.97,Cochran County_Texas
Coke County,Texas,27.98,Coke County_Texas
Coleman County,Texas,72.18,Coleman County_Texas
Collin County,Texas,8097.16,Collin County_Texas
Collingsworth County,Texas,25.85,Collingsworth County_Texas
