Line_ID,Start_Object_ID,End_Object_ID,Full_Line_ID
32007b,18327,18300,32007
46516a,18300,18327,46516
46516b,18327,18336,46516
13541a,18300,18327,13541
13541b,18327,18309,13541
13541c,18309,18326,13541
21902,18354,18323,21902
641a,18323,18309,641
641b,18309,18326,641
334a,11252,11253,334
334b,11253,11282,334
16437a,11253,11282,16437
16437b,11282,11252,16437
16437c,11252,11275,16437
9260a,11282,11252,9260
9260b,11252,11253,9260
36618a,11282,11253,36618
36618b,11253,11252,36618
36618c,11252,11275,36618
31805,18326,18309,31805
43792a,18326,18308,43792
43792b,18308,18309,43792
43792c,18309,18355,43792
43792d,18355,18307,43792
43792e,18307,18357,43792
30398a,18326,18307,30398
30398b,18307,18308,30398
30398c,18308,18309,30398
30398d,18309,18357,30398
30398e,18357,18355,30398
40573a,18307,18308,40573
40573b,18308,18357,40573
26264a,18307,18308,26264
26264b,18308,18357,26264
45488a,11275,11247,45488
45488b,11247,11278,45488
45488c,11278,11230,45488
45488d,11230,11246,45488
45488e,11246,11229,45488
15976a,11275,11237,15976
15976b,11237,11227,15976
15976c,11227,11244,15976
15976d,11244,11274,15976
15976e,11274,11245,15976
15976f,11245,11273,15976
11021a,11275,11230,11021
11021b,11230,11247,11021
11021c,11247,11246,11021
11021d,11246,11278,11021
11021e,11278,11229,11021
41752a,11275,11273,41752
41752b,11273,11244,41752
41752c,11244,11245,41752
10915a,11275,11244,10915
10915b,11244,11273,10915
10915c,11273,11245,10915
2387a,18361,18319,2387
2387b,18319,18320,2387
15661a,18321,18322,15661
15661b,18322,18362,15661
31800a,18361,18362,31800
31800b,18362,18322,31800
31800c,18322,18321,31800
31800d,18321,18319,31800
31800e,18319,18320,31800
3472a,18362,18322,3472
3472b,18322,18321,3472
19748a,18320,18362,19748
19748b,18362,18321,19748
19748c,18321,18319,19748
19748d,18319,18322,19748
19748e,18322,18361,19748
28649a,18319,18320,28649
28649b,18320,18361,28649
35641a,11246,11278,35641
35641b,11278,11247,35641
35641c,11247,11279,35641
35641d,11279,11248,35641
35641e,11248,11249,35641
28207a,11247,11278,28207
28207b,11278,11246,28207
28207c,11246,11249,28207
28207d,11249,11279,28207
28207e,11279,11248,28207
11492a,11246,11278,11492
11492b,11278,11247,11492
20841a,11246,11278,20841
20841b,11278,11247,20841
46948a,11286,11236,46948
46948b,11236,11277,46948
2017,11236,11286,2017
17582,11236,11241,17582
2460a,11227,11241,2460
2460b,11241,11237,2460
2460c,11237,11274,2460
8590a,11245,11244,8590
8590b,11244,11227,8590
8590c,11227,11237,8590
8590d,11237,11274,8590
8590e,11274,11273,8590
32781a,11245,11244,32781
32781b,11244,11273,32781
31829a,11274,11272,31829
31829b,11272,11237,31829
31829c,11237,11227,31829
23340a,11244,11245,23340
23340b,11245,11237,23340
23340c,11237,11227,23340
23340d,11227,11274,23340
23340e,11274,11273,23340
25182a,11272,11237,25182
25182b,11237,11227,25182
25182c,11227,11274,25182
18105a,11273,11245,18105
18105b,11245,11244,18105
1660a,11227,11237,1660
1660b,11237,11274,1660
1660c,11274,11276,1660
31088,11241,11240,31088
37329a,16233,16209,37329
37329b,16209,16193,37329
37329c,16193,16194,37329
30805a,11264,11265,30805
30805b,11265,11263,30805
11615a,11268,11265,11615
11615b,11265,11264,11615
3304,11264,11265,3304
31170a,11258,11259,31170
31170b,11259,11284,31170
31170c,11284,11261,31170
31170d,11261,11260,31170
31170e,11260,11285,31170
42454a,11258,11259,42454
42454b,11259,11284,42454
44330a,11258,11259,44330
44330b,11259,11284,44330
44330c,11284,11257,44330
44330d,11257,11256,44330
13157a,11284,11258,13157
13157b,11258,11259,13157
13157c,11259,11261,13157
13157d,11261,11285,13157
13157e,11285,11260,13157
956a,11284,11258,956
956b,11258,11259,956
1494a,11285,11261,1494
1494b,11261,11260,1494
8824a,11261,11260,8824
8824b,11260,11285,8824
30575a,11261,11260,30575
30575b,11260,11285,30575
30575c,11285,11263,30575
5582,11256,11257,5582
30969a,11285,11261,30969
30969b,11261,11260,30969
30969c,11260,11263,30969
30969d,11263,11262,30969
31038a,11261,11260,31038
31038b,11260,11285,31038
18603a,11251,11232,18603
18603b,11232,11250,18603
18603c,11250,11280,18603
333,11263,11262,333
12190a,11248,11232,12190
12190b,11232,11279,12190
12190c,11279,11249,12190
12190d,11249,11251,12190
12190e,11251,11280,12190
12190f,11280,11250,12190
29385a,11250,11232,29385
29385b,11232,11249,29385
29385c,11249,11248,29385
29385d,11248,11280,29385
29385e,11280,11251,29385
29385f,11251,11279,29385
38407a,11232,11250,38407
38407b,11250,11251,38407
38407c,11251,11280,38407
43282a,11248,11249,43282
43282b,11249,11279,43282
15124a,11280,11250,15124
15124b,11250,11232,15124
15124c,11232,11251,15124
20752a,11251,11232,20752
20752b,11232,11250,20752
20752c,11250,11280,20752
32294a,11249,11279,32294
32294b,11279,11248,32294
43061a,11403,11397,43061
43061b,11397,11398,43061
41532a,11390,11385,41532
41532b,11385,11396,41532
41532c,11396,11350,41532
41532d,11350,11368,41532
41532e,11368,11386,41532
41532f,11386,11351,41532
15284,11403,11391,15284
15689,11403,11346,15689
44129a,11390,11398,44129
44129b,11398,11397,44129
75a,11443,11444,75
75b,11444,11409,75
75c,11409,11408,75
16586,11443,11444,16586
8574a,11443,11408,8574
8574b,11408,11409,8574
21738,11396,11385,21738
38537a,11385,11368,38537
38537b,11368,11386,38537
38537c,11386,11350,38537
21591a,11332,11306,21591
21591b,11306,11305,21591
21591c,11305,11304,21591
21591d,11304,11316,21591
3907,11332,11316,3907
36853a,11387,11339,36853
36853b,11339,11338,36853
13859a,11387,11339,13859
13859b,11339,11338,13859
30151a,26071,26072,30151
30151b,26072,26084,30151
41388a,11397,11398,41388
41388b,11398,11441,41388
31830a,11397,11398,31830
31830b,11398,11441,31830
28913a,11398,11397,28913
28913b,11397,11441,28913
50146,11398,11397,50146
5697a,11398,11397,5697
5697b,11397,26087,5697
5697c,26087,26090,5697
48312a,11398,11397,48312
48312b,11397,11441,48312
18786,11318,11308,18786
44781a,11318,11319,44781
44781b,11319,11308,44781
44781c,11308,11309,44781
44781d,11309,11307,44781
44781e,11307,11300,44781
44781f,11300,11299,44781
9802a,11439,11411,9802
9802b,11411,11410,9802
29465a,11439,11410,29465
29465b,11410,11411,29465
14643a,11410,11411,14643
14643b,11411,11442,14643
39601a,11411,11408,39601
39601b,11408,11409,39601
39601c,11409,11410,39601
52066a,11411,11410,52066
52066b,11410,11442,52066
29293a,11409,11408,29293
29293b,11408,11333,29293
29293c,11333,11303,29293
29293d,11303,11325,29293
29293e,11325,11302,29293
8234a,11410,11408,8234
8234b,11408,11409,8234
8234c,11409,11411,8234
8234d,11411,11333,8234
8234e,11333,11442,8234
8234f,11442,11441,8234
18086a,11408,11409,18086
18086b,11409,11333,18086
18086c,11333,11325,18086
18086d,11325,11303,18086
18086e,11303,11302,18086
2518a,11408,11409,2518
2518b,11409,11411,2518
2518c,11411,11410,2518
44722a,11333,11329,44722
44722b,11329,11303,44722
44722c,11303,11325,44722
44722d,11325,11302,44722
17966,11298,11288,17966
6972a,11328,26070,6972
6972b,26070,26092,6972
51109,11333,11291,51109
51102,11333,11291,51102
51101,11333,11321,51101
25522,11328,11298,25522
19477,11298,26091,19477
48021,11392,11441,48021
4846,11442,11441,4846
32929a,11441,26087,32929
32929b,26087,26090,32929
27485,11442,11441,27485
31922,11441,11442,31922
49,11392,11402,49
51118,11402,18346,51118
6216a,11350,11368,6216
6216b,11368,11386,6216
6418a,11368,11350,6418
6418b,11350,11386,6418
6418c,11386,11351,6418
2172a,11386,11368,2172
2172b,11368,11350,2172
45296a,11350,11386,45296
45296b,11386,11368,45296
45296c,11368,11351,45296
45296d,11351,11359,45296
45296e,11359,11372,45296
45296f,11372,11358,45296
39637a,11386,11368,39637
39637b,11368,11350,39637
39637c,11350,11351,39637
46576a,11386,11350,46576
46576b,11350,11368,46576
51108a,11293,11323,51108
51108b,11323,11242,51108
51113,11293,11291,51113
51120,11293,18346,51120
51112,11293,11291,51112
51107,11293,11327,51107
51110,11293,11291,51110
51111,11293,11291,51111
51106,11293,11327,51106
49597,11293,18346,49597
51105a,11293,11323,51105
51105b,11323,11242,51105
51115,11324,11291,51115
51117a,11324,11335,51117
51117b,11335,11301,51117
51117c,11301,11313,51117
51116a,11324,11335,51116
51116b,11335,11313,51116
51116c,11313,11301,51116
51114,11324,11291,51114
38603a,11242,11239,38603
38603b,11239,11238,38603
49599,11242,18348,49599
31521a,11238,11239,31521
31521b,11239,11271,31521
13449a,11242,11238,13449
13449b,11238,11239,13449
51104,11242,18348,51104
52061a,11238,11239,52061
52061b,11239,11243,52061
51100,11321,18346,51100
51119,18346,11327,51119
28682,18346,11438,28682
49596,18346,11327,49596
49602a,11327,18343,49602
49602b,18343,18339,49602
49598a,11327,18343,49598
49598b,18343,18339,49598
26702a,11276,11266,26702
26702b,11266,11271,26702
39243,11243,11277,39243
47238a,11329,11301,47238
47238b,11301,11313,47238
47238c,11313,11331,47238
47238d,11331,11304,47238
47238e,11304,11306,47238
47238f,11306,11305,47238
42764a,11313,11301,42764
42764b,11301,11329,42764
42764c,11329,11305,42764
42764d,11305,11304,42764
42764e,11304,11306,42764
42764f,11306,11331,42764
40719a,11329,11313,40719
40719b,11313,11301,40719
44715a,11315,11304,44715
44715b,11304,11306,44715
44715c,11306,11305,44715
44715d,11305,11330,44715
12745a,11313,11301,12745
12745b,11301,11331,12745
3227,11313,11301,3227
20236,11329,11334,20236
39501a,11315,11306,39501
39501b,11306,11331,39501
39501c,11331,11305,39501
39501d,11305,11304,39501
39501e,11304,11330,39501
22715a,11301,11313,22715
22715b,11313,11329,22715
22715c,11329,11304,22715
22715d,11304,11305,22715
22715e,11305,11331,22715
22715f,11331,11306,22715
45526,11314,11315,45526
1384a,11315,11306,1384
1384b,11306,11305,1384
1384c,11305,11304,1384
1384d,11304,11330,1384
28566a,11315,11304,28566
28566b,11304,11306,28566
28566c,11306,11305,28566
16940a,11329,11334,16940
16940b,11334,26092,16940
2706a,11329,11325,2706
2706b,11325,11303,2706
2706c,11303,11302,2706
34457a,11329,11334,34457
34457b,11334,26092,34457
15904,11329,11334,15904
35486a,11315,11306,35486
35486b,11306,11305,35486
35486c,11305,11304,35486
35486d,11304,11330,35486
16873a,11329,11325,16873
16873b,11325,11303,16873
16873c,11303,11302,16873
691a,11304,11305,691
691b,11305,11306,691
691c,11306,11316,691
24982,11316,11290,24982
47607a,26091,26079,47607
47607b,26079,26078,47607
47996a,26070,26087,47996
47996b,26087,26079,47996
47996c,26079,26078,47996
26992,26070,11311,26992
35202,26066,26085,35202
33134,26087,26093,33134
22404,26087,26067,22404
28125,26087,26093,28125
31210a,26087,26075,31210
31210b,26075,26076,31210
31210c,26076,26065,31210
31210d,26065,26074,31210
31210e,26074,26077,31210
20064a,26087,26065,20064
20064b,26065,26076,20064
20064c,26076,26075,20064
36848a,26066,26085,36848
36848b,26085,26067,36848
27009a,26087,26075,27009
27009b,26075,26076,27009
27009c,26076,26065,27009
12678a,26066,26085,12678
12678b,26085,26088,12678
4418,26087,26090,4418
48627a,26087,26079,48627
48627b,26079,26078,48627
42044a,26087,26079,42044
42044b,26079,26078,42044
17994a,26093,26140,17994
17994b,26140,26144,17994
11111,26093,26089,11111
45375,26093,26060,45375
8369,26093,26144,8369
10557,26093,26060,10557
1419,26093,26089,1419
20417a,26072,26084,20417
20417b,26084,26094,20417
17285a,26072,26084,17285
17285b,26084,26094,17285
5942,26072,26084,5942
34623a,26088,26078,34623
34623b,26078,26079,34623
34568,11308,11317,34568
27156a,11308,11300,27156
27156b,11300,11299,27156
27156c,11299,11307,27156
27156d,11307,11309,27156
20428a,11310,11309,20428
20428b,11309,11300,20428
20428c,11300,11307,20428
20428d,11307,11299,20428
34814a,11307,11309,34814
34814b,11309,11300,34814
34814c,11300,11299,34814
42724a,11299,11300,42724
42724b,11300,11307,42724
42724c,11307,11309,42724
28435a,11309,11307,28435
28435b,11307,11300,28435
28435c,11300,11299,28435
19840a,11309,11300,19840
19840b,11300,11307,19840
19840c,11307,11299,19840
19840d,11299,26092,19840
10426a,26128,26060,10426
10426b,26060,26127,10426
10426c,26127,26137,10426
10426d,26137,26138,10426
31351a,26128,26127,31351
31351b,26127,26060,31351
31351c,26060,26137,31351
31351d,26137,26138,31351
21646a,26083,26061,21646
21646b,26061,26062,21646
33567a,26083,26127,33567
33567b,26127,26128,33567
33567c,26128,26124,33567
33567d,26124,26126,33567
33567e,26126,26125,33567
45211a,26122,26123,45211
45211b,26123,26142,45211
18735,26127,26128,18735
11046,26069,26089,11046
22463a,26061,26069,22463
22463b,26069,26089,22463
22463c,26089,26092,22463
19830a,26062,26083,19830
19830b,26083,26061,19830
41641a,26142,26122,41641
41641b,26122,26123,41641
41641c,26123,26125,41641
41641d,26125,26126,41641
41641e,26126,26124,41641
379a,26069,26061,379
379b,26061,26089,379
379c,26089,26092,379
28611a,26142,26122,28611
28611b,26122,26123,28611
28611c,26123,26120,28611
28611d,26120,26141,28611
28611e,26141,26121,28611
29315,26069,26089,29315
40660,26061,26060,40660
46490a,26128,26127,46490
46490b,26127,26137,46490
46490c,26137,26097,46490
46490d,26097,26104,46490
46490e,26104,26098,46490
46490f,26098,26129,46490
33804a,26128,26060,33804
33804b,26060,26127,33804
15991a,26122,26142,15991
15991b,26142,26123,15991
17267,26061,26060,17267
34739a,26123,26122,34739
34739b,26122,26142,34739
34739c,26142,26124,34739
34739d,26124,26126,34739
34739e,26126,26125,34739
45678a,26142,26123,45678
45678b,26123,26122,45678
45678c,26122,26120,45678
45678d,26120,26141,45678
45678e,26141,26121,45678
46056,26094,26092,46056
27077,26094,26089,27077
9058,26094,26089,9058
24303a,11325,11303,24303
24303b,11303,11302,24303
25485a,11325,11303,25485
25485b,11303,11302,25485
36343a,26078,26079,36343
36343b,26079,26092,36343
1286a,26079,26078,1286
1286b,26078,26092,1286
19286,18360,18342,19286
30818a,18342,18344,30818
30818b,18344,18343,30818
25590,18342,18344,25590
43151,18343,18344,43151
14882,26137,26138,14882
22261a,26124,26125,22261
22261b,26125,26137,22261
22261c,26137,26126,22261
26541a,26126,26125,26541
26541b,26125,26124,26541
27357a,26130,26137,27357
27357b,26137,26131,27357
5954a,26125,26124,5954
5954b,26124,26126,5954
5954c,26126,26137,5954
20238a,26130,26151,20238
20238b,26151,26131,20238
29669,26130,26131,29669
34685a,26126,26125,34685
34685b,26125,26124,34685
22932,26137,26138,22932
29539,26151,26143,29539
27260,26151,26102,27260
46078,26151,26143,46078
23204,26102,26103,23204
22948a,26063,26076,22948
22948b,26076,26065,22948
22948c,26065,26075,22948
22948d,26075,26074,22948
22948e,26074,26077,22948
35550a,26063,26135,35550
35550b,26135,26077,35550
35550c,26077,26074,35550
44966a,26063,26135,44966
44966b,26135,11774,44966
44966c,11774,26077,44966
44966d,26077,26074,44966
32693,26063,26135,32693
12461a,26097,26098,12461
12461b,26098,26104,12461
12461c,26104,26129,12461
30121a,26141,26121,30121
30121b,26121,26120,30121
23703a,26141,26121,23703
23703b,26121,26120,23703
23703c,26120,26140,23703
47348a,26141,26120,47348
47348b,26120,26121,47348
47344a,26141,26121,47344
47344b,26121,26120,47344
47344c,26120,26140,47344
3300a,26140,26115,3300
3300b,26115,26096,3300
3300c,26096,26114,3300
40754,26144,26140,40754
30179a,26140,26114,30179
30179b,26114,26115,30179
30179c,26115,26096,30179
31094,26105,26132,31094
32565a,26105,26099,32565
32565b,26099,26132,32565
32565c,26132,26098,32565
32565d,26098,26104,32565
32565e,26104,26129,32565
32780a,26105,26106,32780
32780b,26106,26132,32780
22096a,26105,26132,22096
22096b,26132,26133,22096
22096c,26133,26109,22096
22096d,26109,26108,22096
22096e,26108,26107,22096
30485a,26105,26106,30485
30485b,26106,26132,30485
30814a,26105,26132,30814
30814b,26132,26145,30814
39886a,26105,26099,39886
39886b,26099,26132,39886
39886c,26132,26129,39886
39886d,26129,26104,39886
39886e,26104,26098,39886
19837a,26099,26105,19837
19837b,26105,26132,19837
19837c,26132,26098,19837
19837d,26098,26104,19837
19837e,26104,26129,19837
34416a,26107,26108,34416
34416b,26108,26109,34416
34416c,26109,26133,34416
15928a,26109,26107,15928
15928b,26107,26108,15928
15928c,26108,26133,15928
10020a,26107,26133,10020
10020b,26133,26108,10020
10020c,26108,26109,10020
48803a,26133,26107,48803
48803b,26107,26109,48803
48803c,26109,26108,48803
48803d,26108,26145,48803
25147a,26103,26129,25147
25147b,26129,26098,25147
25147c,26098,26104,25147
24025a,26129,26104,24025
24025b,26104,26098,24025
33279a,11339,11759,33279
33279b,11759,11760,33279
33279c,11760,11341,33279
33279d,11341,11388,33279
33279e,11388,11338,33279
33279f,11338,11340,33279
33279g,11340,11351,33279
33279h,11351,11389,33279
33708a,11339,11760,33708
33708b,11760,11759,33708
33708c,11759,11388,33708
33708d,11388,11341,33708
33708e,11341,11340,33708
33708f,11340,11338,33708
33708g,11338,11351,33708
33708h,11351,11389,33708
22244a,11383,11344,22244
22244b,11344,11337,22244
32199a,11339,11341,32199
32199b,11341,11338,32199
32199c,11338,11388,32199
32199d,11388,11340,32199
1819a,11383,11384,1819
1819b,11384,11337,1819
44491a,11337,11383,44491
44491b,11383,11356,44491
18397a,11384,11752,18397
18397b,11752,11775,18397
18397c,11775,11753,18397
9708a,11344,11375,9708
9708b,11375,11374,9708
42723,11383,11337,42723
38217,11384,11366,38217
47437a,11339,11760,47437
47437b,11760,11759,47437
47437c,11759,11338,47437
47437d,11338,11389,47437
13166,11384,11366,13166
38366,11366,11355,38366
20515a,11383,11337,20515
20515b,11337,11352,20515
20515c,11352,11378,20515
20515d,11378,11353,20515
13481a,11337,11383,13481
13481b,11383,11375,13481
1513a,11339,11338,1513
1513b,11338,11389,1513
12367a,11337,11383,12367
12367b,11383,11356,12367
41327a,11339,11388,41327
41327b,11388,11341,41327
41327c,11341,11340,41327
41327d,11340,11338,41327
33832,26135,11774,33832
8897,26135,11774,8897
21315,26150,26139,21315
21198a,26152,26136,21198
21198b,26136,26095,21198
7945a,26152,26136,7945
7945b,26136,26095,7945
10996a,11764,11765,10996
10996b,11765,11766,10996
24947a,26095,26136,24947
24947b,26136,11774,24947
16991a,26152,11751,16991
16991b,11751,11750,16991
43606,26095,26136,43606
46642a,26136,26095,46642
46642b,26095,11774,46642
2065a,26152,11750,2065
2065b,11750,11751,2065
9523a,11764,11765,9523
9523b,11765,11766,9523
39359a,11764,11766,39359
39359b,11766,11765,39359
33565,26152,26153,33565
34183a,11764,11765,34183
34183b,11765,11766,34183
21001a,11751,11750,21001
21001b,11750,11762,21001
21001c,11762,11761,21001
15498a,11747,11748,15498
15498b,11748,11770,15498
15253a,11748,11747,15253
15253b,11747,11749,15253
20521a,11770,11747,20521
20521b,11747,11748,20521
22612,11770,11769,22612
16303a,11747,11748,16303
16303b,11748,11750,16303
16303c,11750,11751,16303
43823a,11748,11747,43823
43823b,11747,11749,43823
33254a,11750,11748,33254
33254b,11748,11751,33254
33254c,11751,11747,33254
29420a,11751,11750,29420
29420b,11750,11761,29420
29420c,11761,11762,29420
29489,11770,11769,29489
24354a,11760,11759,24354
24354b,11759,11754,24354
24354c,11754,11755,24354
