County,State,pop_2016,pop_2017,pop_2018
Shelby County,Texas,25624,25311,25418
Sherman County,Texas,3056,3041,3079
Smith County,Texas,225344,227460,230221
Somervell County,Texas,8672,8847,9016
Starr County,Texas,64025,64267,64525
Stephens County,Texas,9385,9307,9433
Sterling County,Texas,1344,1301,1311
Stonewall County,Texas,1404,1387,1362
Sutton County,Texas,3885,3798,3758
Swisher County,Texas,7438,7481,7462
Tarrant County,Texas,2024925,2057468,2084931
Taylor County,Texas,136260,136696,137640
Terrell County,Texas,824,820,823
Terry County,Texas,12779,12458,12287
Throckmorton County,Texas,1537,1519,1515
Titus County,Texas,32583,32806,33033
Tom Green County,Texas,117625,117689,118189
Travis County,Texas,1206383,1227771,1248743
Trinity County,Texas,14552,14710,14740
Tyler County,Texas,21432,21523,21696
Upshur County,Texas,40809,41151,41260
Upton County,Texas,3699,3661,3671
Uvalde County,Texas,27088,27098,26846
Val Verde County,Texas,49003,49096,49208
Van Zandt County,Texas,54378,55202,56019
Victoria County,Texas,92475,92103,92035
Walker County,Texas,71887,72383,72480
Waller County,Texas,50069,51285,53126
Ward County,Texas,11580,11423,11720
Washington County,Texas,34736,34897,35108
Webb County,Texas,272520,273982,275910
Wharton County,Texas,41668,41916,41619
Wheeler County,Texas,5529,5326,5191
Wichita County,Texas,131443,131899,132064
Wilbarger County,Texas,12904,12747,12820
Willacy County,Texas,21813,21574,21515
Williamson County,Texas,527474,545948,566719
Wilson County,Texas,48205,49215,50224
Winkler County,Texas,7876,7574,7720
Wise County,Texas,64466,65863,68305
Wood County,Texas,43760,44291,45129
Yoakum County,Texas,8651,8562,8591
Young County,Texas,18105,17978,18045
Zapata County,Texas,14456,14283,14190
Zavala County,Texas,12127,11965,11983
Beaver County,Utah,6458,6396,6580
Box Elder County,Utah,52953,53967,54950
Cache County,Utah,122367,124564,127068
Carbon County,Utah,20323,20168,20269
Daggett County,Utah,1075,1022,980
Davis County,Utah,341080,346881,351713
Duchesne County,Utah,20255,19915,19964
Emery County,Utah,10207,10020,10014
Garfield County,Utah,4971,5061,5080
Grand County,Utah,9642,9640,9764
Iron County,Utah,49692,50822,52775
Juab County,Utah,10985,11248,11555
Kane County,Utah,7300,7537,7709
Millard County,Utah,12657,12829,13006
Morgan County,Utah,11386,11875,12045
Piute County,Utah,1459,1413,1445
Rich County,Utah,2312,2402,2464
Salt Lake County,Utah,1120684,1137820,1152633
San Juan County,Utah,15343,15320,15449
Sanpete County,Utah,29256,29991,30623
Sevier County,Utah,21137,21317,21539
Summit County,Utah,40506,41349,41933
Tooele County,Utah,64535,67418,69907
Uintah County,Utah,36254,35219,35438
Utah County,Utah,590082,606503,622213
Wasatch County,Utah,30430,31975,33240
Washington County,Utah,159337,165859,171700
Wayne County,Utah,2674,2721,2690
Weber County,Utah,247253,251866,256359
Addison County,Vermont,36925,36940,36973
Bennington County,Vermont,35921,35713,35631
Caledonia County,Vermont,30156,30154,30302
Chittenden County,Vermont,161542,162891,164572
Essex County,Vermont,6227,6213,6250
Franklin County,Vermont,48976,49007,49421
Grand Isle County,Vermont,6917,6983,7090
Lamoille County,Vermont,25325,25345,25300
Orange County,Vermont,28921,28999,28999
Orleans County,Vermont,26762,26834,26907
Rutland County,Vermont,59113,59000,58672
Washington County,Vermont,58356,58283,58140
Windham County,Vermont,43172,42906,42756
Windsor County,Vermont,55331,55257,55286
Accomack County,Virginia,32850,32566,32412
Albemarle County,Virginia,106408,107788,108718
Alleghany County,Virginia,15379,15119,14910
Amelia County,Virginia,12793,12965,13013
Amherst County,Virginia,31889,31863,31666
Appomattox County,Virginia,15512,15701,15841
Arlington County,Virginia,231582,235121,237521
Augusta County,Virginia,74793,75082,75457
Bath County,Virginia,4399,4285,4292
Bedford County,Virginia,77911,78239,78747
Bland County,Virginia,6472,6351,6293
Botetourt County,Virginia,33177,33236,33277
Brunswick County,Virginia,16642,16616,16384
Buchanan County,Virginia,22118,21500,21221
Buckingham County,Virginia,17042,17027,16999
Campbell County,Virginia,55233,55086,54973
Caroline County,Virginia,30073,30433,30772
Carroll County,Virginia,29748,29747,29636
Charles City County,Virginia,7019,7000,6941
Charlotte County,Virginia,12108,12082,11938
Chesterfield County,Virginia,338414,343163,348556
Clarke County,Virginia,14296,14449,14523
Craig County,Virginia,5122,5065,5064
Culpeper County,Virginia,50324,51267,51859
Cumberland County,Virginia,9723,9813,9809
Dickenson County,Virginia,15008,14721,14523
Dinwiddie County,Virginia,28341,28459,28529
Essex County,Virginia,11086,11011,10919
Fairfax County,Virginia,1143229,1146883,1150795
Fauquier County,Virginia,68810,69528,70675
Floyd County,Virginia,15675,15785,15795
Fluvanna County,Virginia,26129,26417,26783
Franklin County,Virginia,56148,56326,56195
Frederick County,Virginia,84668,86499,88355
Giles County,Virginia,16838,16771,16844
Gloucester County,Virginia,37114,37309,37349
Goochland County,Virginia,22462,22691,23244
Grayson County,Virginia,15868,15677,15631
Greene County,Virginia,19335,19648,19779
Greensville County,Virginia,11577,11716,11627
Halifax County,Virginia,34970,34532,34120
Hanover County,Virginia,104348,105850,107239
Henrico County,Virginia,325589,327148,329261
Henry County,Virginia,51593,51250,50953
Highland County,Virginia,2209,2217,2210
Isle of Wight County,Virginia,36319,36571,36953
James City County,Virginia,73994,75459,76397
King and Queen County,Virginia,7049,7000,7042
King George County,Virginia,25910,26302,26575
King William County,Virginia,16408,16705,16939
Lancaster County,Virginia,10769,10779,10783
Lee County,Virginia,24066,23795,23541
Loudoun County,Virginia,385524,396995,406850
Louisa County,Virginia,35306,35885,36778
Lunenburg County,Virginia,12263,12231,12086
Madison County,Virginia,13076,13245,13295
Mathews County,Virginia,8789,8731,8802
Mecklenburg County,Virginia,30827,30712,30650
Middlesex County,Virginia,10751,10643,10769
Montgomery County,Virginia,98254,98283,98985
Nelson County,Virginia,14800,14804,14836
New Kent County,Virginia,21025,21698,22391
Northampton County,Virginia,12021,11887,11735
Northumberland County,Virginia,12193,12277,12147
Nottoway County,Virginia,15501,15467,15420
Orange County,Virginia,35381,35931,36644
Page County,Virginia,23610,23755,23933
Patrick County,Virginia,17783,17708,17673
Pittsylvania County,Virginia,61710,61341,60949
Powhatan County,Virginia,28444,28691,29189
Prince Edward County,Virginia,23026,22708,22950
Prince George County,Virginia,37872,37895,38082
Prince William County,Virginia,457023,463551,468011
Pulaski County,Virginia,34225,34194,34066
Rappahannock County,Virginia,7352,7333,7252
Richmond County,Virginia,8759,8925,9038
Roanoke County,Virginia,93371,93763,94073
Rockbridge County,Virginia,22376,22609,22752
Rockingham County,Virginia,79323,80313,81244
Russell County,Virginia,27385,27027,26748
Scott County,Virginia,21980,21767,21534
Shenandoah County,Virginia,42885,43271,43497
Smyth County,Virginia,31121,30722,30472
Southampton County,Virginia,18022,17743,17586
Spotsylvania County,Virginia,131271,132802,134238
Stafford County,Virginia,143578,146790,149960
Surry County,Virginia,6553,6522,6474
Sussex County,Virginia,11408,11380,11237
Tazewell County,Virginia,42108,41146,40855
Warren County,Virginia,39105,39357,40003
Washington County,Virginia,54271,54415,54402
Westmoreland County,Virginia,17637,17736,17830
Wise County,Virginia,39026,38611,38012
Wythe County,Virginia,28934,28872,28754
York County,Virginia,67812,67878,67846
Alexandria city,Virginia,157045,159654,160530
Bristol city,Virginia,16843,16650,16482
Buena Vista city,Virginia,6362,6313,6237
Charlottesville city,Virginia,47236,47902,48117
Chesapeake city,Virginia,237591,240327,242634
Colonial Heights city,Virginia,17535,17676,17833
Covington city,Virginia,5539,5474,5460
Danville city,Virginia,41641,41022,40693
Emporia city,Virginia,5370,5292,5121
Fairfax city,Virginia,23835,24162,24574
Falls Church city,Virginia,13782,14489,14772
Franklin city,Virginia,8183,8125,8013
Fredericksburg city,Virginia,28379,28516,29144
Galax city,Virginia,6576,6487,6423
Hampton city,Virginia,135238,134581,134313
Harrisonburg city,Virginia,53701,53907,54033
Hopewell city,Virginia,22553,22554,22596
Lexington city,Virginia,7089,7082,7136
Lynchburg city,Virginia,80038,81065,82126
Manassas city,Virginia,41435,41501,41641
Manassas Park city,Virginia,16143,16686,17307
Martinsville city,Virginia,13038,12969,12902
Newport News city,Virginia,180179,179398,178626
Norfolk city,Virginia,245843,244922,244076
Norton city,Virginia,3947,3892,3968
Petersburg city,Virginia,31698,31635,31567
Poquoson city,Virginia,11943,12043,12190
Portsmouth city,Virginia,95094,94693,94632
Radford city,Virginia,17420,17659,18339
Richmond city,Virginia,225332,226968,228783
Roanoke city,Virginia,99572,99436,99920
Salem city,Virginia,25438,25662,25643
Staunton city,Virginia,24266,24566,24922
Suffolk city,Virginia,89322,90275,91185
Virginia Beach city,Virginia,451136,449962,450189
Waynesboro city,Virginia,21798,22336,22628
Williamsburg city,Virginia,14824,14889,14896
Winchester city,Virginia,27762,28210,28108
Adams County,Washington,19378,19681,19759
Asotin County,Washington,22275,22507,22610
Benton County,Washington,193652,198453,201877
Chelan County,Washington,75977,76479,77036
Clallam County,Washington,74285,75712,76737
Clark County,Washington,465310,474492,481857
Columbia County,Washington,3978,4023,4059
Cowlitz County,Washington,104826,106900,108987
Douglas County,Washington,41426,42167,42907
Ferry County,Washington,7530,7590,7649
Franklin County,Washington,90315,92117,94347
Garfield County,Washington,2245,2205,2247
Grant County,Washington,94512,95821,97331
Grays Harbor County,Washington,71572,72553,73901
Island County,Washington,81708,83285,84460
Jefferson County,Washington,30891,31191,31729
King County,Washington,2166602,2204229,2233163
Kitsap County,Washington,263283,266550,269805
Kittitas County,Washington,44913,46157,47364
Klickitat County,Washington,21264,21750,22107
Lewis County,Washington,76622,78230,79604
Lincoln County,Washington,10340,10579,10740
Mason County,Washington,62179,63801,65507
Okanogan County,Washington,41558,41898,42132
Pacific County,Washington,21250,21684,22036
Pend Oreille County,Washington,13124,13363,13602
Pierce County,Washington,860072,877201,891299
San Juan County,Washington,16304,16725,17128
Skagit County,Washington,123709,126026,128206
Skamania County,Washington,11585,11837,11924
Snohomish County,Washington,787695,803039,814901
Spokane County,Washington,497143,505928,514631
Stevens County,Washington,44131,44667,45260
Thurston County,Washington,273721,280289,286419
Wahkiakum County,Washington,4167,4280,4426
Walla Walla County,Washington,60094,60652,60922
Whatcom County,Washington,216569,221650,225685
Whitman County,Washington,48784,49344,49791
Yakima County,Washington,249691,250377,251446
Barbour County,West Virginia,16742,16499,16535
Berkeley County,West Virginia,113476,115007,117123
Boone County,West Virginia,22803,22374,21951
Braxton County,West Virginia,14321,14224,14089
Brooke County,West Virginia,22680,22390,22203
Cabell County,West Virginia,95673,94486,93224
Calhoun County,West Virginia,7379,7322,7254
Clay County,West Virginia,8827,8714,8632
Doddridge County,West Virginia,8575,8529,8406
Fayette County,West Virginia,44167,43577,43018
Gilmer County,West Virginia,8138,8057,8026
Grant County,West Virginia,11620,11649,11626
Greenbrier County,West Virginia,35539,35243,34786
Hampshire County,West Virginia,23318,23398,23347
Hancock County,West Virginia,29666,29425,29094
Hardy County,West Virginia,13813,13838,13775
Harrison County,West Virginia,68351,67923,67554
Jackson County,West Virginia,29181,28907,28706
Jefferson County,West Virginia,55975,56406,56811
Kanawha County,West Virginia,186162,183310,180454
Lewis County,West Virginia,16283,16192,16024
Lincoln County,West Virginia,21112,20878,20599
Logan County,West Virginia,33669,33043,32607
McDowell County,West Virginia,19192,18521,18223
Marion County,West Virginia,56497,56369,56097
Marshall County,West Virginia,31696,31216,30785
Mason County,West Virginia,26928,26818,26718
Mercer County,West Virginia,60613,59801,59131
Mineral County,West Virginia,27346,27180,26940
Mingo County,West Virginia,24723,24138,23785
Monongalia County,West Virginia,105732,105916,106420
Monroe County,West Virginia,13492,13373,13280
Morgan County,West Virginia,17622,17709,17787
Nicholas County,West Virginia,25378,25134,24842
Ohio County,West Virginia,42666,42056,41755
Pendleton County,West Virginia,6978,6970,6997
Pleasants County,West Virginia,7488,7453,7507
Pocahontas County,West Virginia,8528,8487,8414
Preston County,West Virginia,33763,33823,33839
Putnam County,West Virginia,56680,56665,56682
Raleigh County,West Virginia,76290,75062,74254
Randolph County,West Virginia,29028,28894,28823
Ritchie County,West Virginia,9964,9816,9721
Roane County,West Virginia,14111,14010,13932
Summers County,West Virginia,12975,12891,12760
Taylor County,West Virginia,16953,16910,16862
Tucker County,West Virginia,7052,6991,6955
Tyler County,West Virginia,8953,8807,8746
Upshur County,West Virginia,24676,24546,24415
Wayne County,West Virginia,40702,40192,39944
Webster County,West Virginia,8557,8363,8285
Wetzel County,West Virginia,15640,15425,15270
Wirt County,West Virginia,5767,5790,5830
Wood County,West Virginia,85699,85083,84203
Wyoming County,West Virginia,21770,21248,20786
Adams County,Wisconsin,19971,19891,20348
Ashland County,Wisconsin,15638,15513,15600
Barron County,Wisconsin,45233,45164,45164
Bayfield County,Wisconsin,14931,15033,15042
Brown County,Wisconsin,259546,261863,263378
Buffalo County,Wisconsin,13132,13107,13125
Burnett County,Wisconsin,15219,15313,15392
Calumet County,Wisconsin,49600,49994,50159
Chippewa County,Wisconsin,63526,63762,64135
Clark County,Wisconsin,34475,34569,34709
Columbia County,Wisconsin,56865,57236,57358
Crawford County,Wisconsin,16250,16223,16291
Dane County,Wisconsin,530885,536780,542364
Dodge County,Wisconsin,87364,87750,87847
Door County,Wisconsin,27331,27480,27610
Douglas County,Wisconsin,43351,43327,43208
Dunn County,Wisconsin,44337,44699,45131
Eau Claire County,Wisconsin,102941,103674,104534
Florence County,Wisconsin,4323,4356,4321
Fond du Lac County,Wisconsin,102201,102371,103066
Forest County,Wisconsin,9022,8970,8991
Grant County,Wisconsin,52014,51806,51554
Green County,Wisconsin,36770,36847,36929
Green Lake County,Wisconsin,18613,18785,18918
Iowa County,Wisconsin,23438,23714,23771
Iron County,Wisconsin,5650,5672,5676
Jackson County,Wisconsin,20480,20474,20478
Jefferson County,Wisconsin,84485,84775,85129
Juneau County,Wisconsin,26348,26479,26617
Kenosha County,Wisconsin,167954,168582,169290
Kewaunee County,Wisconsin,20367,20397,20383
La Crosse County,Wisconsin,117733,118116,118230
Lafayette County,Wisconsin,16750,16689,16665
Langlade County,Wisconsin,19079,19171,19268
Lincoln County,Wisconsin,27821,27766,27689
Manitowoc County,Wisconsin,79365,79140,79074
Marathon County,Wisconsin,135057,135415,135428
Marinette County,Wisconsin,40259,40290,40434
Marquette County,Wisconsin,15129,15283,15434
Menominee County,Wisconsin,4559,4643,4658
Milwaukee County,Wisconsin,955057,950588,948201
Monroe County,Wisconsin,45376,45617,46051
Oconto County,Wisconsin,37481,37526,37830
Oneida County,Wisconsin,35339,35287,35470
Outagamie County,Wisconsin,184755,186064,187365
Ozaukee County,Wisconsin,88327,88430,89147
Pepin County,Wisconsin,7243,7246,7289
Pierce County,Wisconsin,41409,41983,42555
Polk County,Wisconsin,43216,43387,43598
Portage County,Wisconsin,70425,70608,70942
Price County,Wisconsin,13414,13406,13397
Racine County,Wisconsin,194913,195949,196584
Richland County,Wisconsin,17528,17488,17377
Rock County,Wisconsin,161394,162320,163129
Rusk County,Wisconsin,14111,14179,14147
St. Croix County,Wisconsin,87603,88607,89694
Sauk County,Wisconsin,63572,63918,64249
Sawyer County,Wisconsin,16321,16391,16489
Shawano County,Wisconsin,40959,40881,40796
Sheboygan County,Wisconsin,115099,115235,115456
Taylor County,Wisconsin,20299,20333,20412
Trempealeau County,Wisconsin,29535,29361,29442
Vernon County,Wisconsin,30552,30737,30785
Vilas County,Wisconsin,21483,21706,21938
Walworth County,Wisconsin,102686,102956,103718
Washburn County,Wisconsin,15621,15770,15878
Washington County,Wisconsin,134386,135063,135693
Waukesha County,Wisconsin,398561,401070,403072
Waupaca County,Wisconsin,51308,51153,51128
Waushara County,Wisconsin,24090,24186,24263
Winnebago County,Wisconsin,169637,170375,171020
Wood County,Wisconsin,73246,73112,73055
Albany County,Wyoming,37903,38430,38601
Big Horn County,Wyoming,11943,11879,11881
Campbell County,Wyoming,48746,46251,46140
Carbon County,Wyoming,15684,15242,14971
Converse County,Wyoming,14101,13744,13640
Crook County,Wyoming,7503,7424,7450
Fremont County,Wyoming,40223,39834,39531
Goshen County,Wyoming,13333,13404,13376
Hot Springs County,Wyoming,4654,4686,4555
Johnson County,Wyoming,8480,8442,8460
Laramie County,Wyoming,97978,98460,98976
Lincoln County,Wyoming,19062,19259,19434
Natrona County,Wyoming,80882,79556,79115
Niobrara County,Wyoming,2470,2397,2388
Park County,Wyoming,29207,29189,29324
Platte County,Wyoming,8667,8561,8566
Sheridan County,Wyoming,29963,30132,30233
Sublette County,Wyoming,9983,9759,9813
Sweetwater County,Wyoming,44275,43547,43051
Teton County,Wyoming,23161,23261,23081
Uinta County,Wyoming,20691,20456,20299
Washakie County,Wyoming,8168,8035,7885
Weston County,Wyoming,7213,6986,6967
