FromBus,ToBus,LineID,kV,metres
50044,50045,19853a,161.0,495.866033894
11388,11340,35546c,230.0,111.85866125
23055,23054,20013a,345.0,11.7232877069
29967,29966,34053c,115.0,232.432235004
25372,35806,38722b,161.0,33667.5531332
53223,53175,25270b,138.0,917.48082092
63262,63555,70344c,345.0,178.009893284
12503,17912,16177e,69.0,982.933466277
15901,15902,31703l,138.0,53.4361594942
49982,49983,38569a,100.0,511.539304975
51590,23601,14441,161.0,19230.0616376
18049,18050,34899c,115.0,18.6148761892
53596,53634,42994,69.0,61.9178545471
15429,15427,30983a,230.0,20607.6109996
29787,29789,24118d,115.0,122.230387418
50675,50715,13689c,345.0,179.051100262
10681,10682,36320a,115.0,16958.0987841
51782,35870,41276c,161.0,3562.98267918
8963,8962,28767,138.0,2080.17281978
28733,28670,43736d,115.0,17851.6699359
27794,27768,28398a,115.0,12642.1427483
56589,56225,65686,138.0,16864.130766
12349,12364,33799b,138.0,4216.36966431
25409,41465,46551b,161.0,8790.42815381
20158,20225,28206,69.0,17534.3109308
32758,32728,50491b,138.0,7358.67711332
50517,14621,1809,115.0,2796.31304666
53003,53035,21885a,138.0,655.122576195
33627,33628,20047b,138.0,9.59326384974
26440,26407,10618,115.0,63.0639083255
49190,47812,70654,60.0,13219.1622154
19928,35244,38741b,138.0,7195.74571118
48248,46918,63492c,161.0,8818.02169521
9558,28374,30994a,69.0,3768.59031521
28194,28191,44837b,69.0,6160.41027251
46410,49432,72506a,115.0,196.446670028
13859,13939,22226d,69.0,4348.19624699
57261,57097,67933,138.0,267.188664131
31216,50583,48365c,161.0,11900.9580161
15463,21809,48684a,115.0,9.85412456406
41064,41125,11637b,161.0,83.4151055703
23000,13261,46961c,115.0,74.9825691396
52701,52697,43564a,69.0,4052.38578091
64151,64159,55680a,46.0,1132.0590454
36900,40737,10568c,138.0,9287.19410733
11812,11813,36390,115.0,10443.507228
63002,63006,70087a,138.0,2983.80252498
18562,18535,49570d,138.0,562.973567159
9644,27906,4167b,115.0,63.3705883728
54308,54307,57120c,230.0,41.0189392993
11086,11049,36340b,138.0,1008.66202824
55798,55797,69005,69.0,20211.6966167
40881,43485,9229,115.0,31814.8900514
57906,57907,52321f,230.0,52.5165189801
36599,62366,13507a,115.0,50.1503000382
45936,46936,65421f,115.0,225.48134847
55914,55915,63294c,230.0,160.061948447
9747,9746,26272b,115.0,45.0284598625
15473,15460,26981,115.0,18337.8566279
64525,64672,53528c,115.0,38947.0177905
63485,63482,70424c,345.0,2681.85300306
64537,64445,54122a,230.0,18616.2899722
11470,11473,26849c,115.0,145.088903912
49681,47174,52663c,115.0,9224.53297845
20327,20328,45963b,230.0,28.6403383477
64310,64311,52401c,230.0,266.905494831
50128,50112,27907c,230.0,5934.43081336
16814,16832,40679e,230.0,176.789940763
9211,39931,32758c,161.0,629.943906889
56212,56262,65763d,138.0,16546.9094241
9133,13459,14501c,115.0,2620.17439254
18308,18309,30398c,138.0,4768.20232956
50392,51620,27280d,230.0,46084.2614472
10949,10948,49592,230.0,6008.77538666
20050,19991,13335a,138.0,86.3442652431
37397,37375,9179a,138.0,293.227323647
34797,24823,25279a,69.0,6271.78884175
29958,29959,35242e,115.0,59.7263345903
20761,30317,41802,500.0,8472.36790492
42294,42295,48404g,161.0,35.4252950374
56981,56979,66112b,138.0,135.479626765
17138,17153,7596b,138.0,28.3574455732
24232,52068,12175b,230.0,6399.08419284
55674,55313,68339b,138.0,2464.13269209
39839,39820,46380b,115.0,112.348445796
60313,60356,52998,230.0,19004.0767111
34102,53601,15071c,69.0,9495.69491232
40636,40647,37313d,115.0,229.928829343
63386,63560,70156d,138.0,142.073519103
25920,25961,38632,115.0,5502.9332767
62575,36471,36798a,115.0,205.737239887
58071,58072,58469b,69.0,86.7690424657
17498,17499,42712c,345.0,31.8320691034
28722,30944,7291g,115.0,7206.21162981
47257,49228,63191,115.0,955.195717738
15358,12173,42596c,115.0,66399.7535823
44349,33939,32603c,161.0,32.3076663553
18889,19608,33714c,115.0,2298.32600595
53509,38000,48469a,230.0,265.939229336
62904,63579,69164a,138.0,193.814819598
11760,11759,6206,345.0,116.293121354
64008,64011,56798c,115.0,5549.66628594
56512,56513,67238,138.0,2883.15156647
65670,65677,53550a,230.0,960.087265741
58792,58794,52114d,500.0,96.9174708138
13053,13026,21870,115.0,153.743363631
64075,64108,55693,138.0,2301.4214522
18038,21213,4487u,345.0,94.4549901937
51171,51170,40176c,115.0,34229.7268623
9526,9527,30912a,69.0,8.34805741754
26065,26074,31210d,230.0,6584.55957165
17486,10796,48498b,69.0,5627.85684282
54934,54935,66978a,138.0,173.41624409
58544,58546,52339e,230.0,1504.46873398
47300,49168,63561,161.0,19092.7006405
15572,15571,18318e,115.0,215.504143616
49463,46730,74268b,66.0,4144.11359183
13777,13776,45784c,138.0,120.411079937
27964,27963,21558,115.0,3247.88758074
26734,26715,10665e,115.0,74.7026576985
64965,64966,52278c,287.0,13.347579988
13751,13752,13256c,161.0,343.103587121
45579,45611,8789,69.0,2122.47586044
45873,47354,64308d,230.0,7317.55017438
29105,29065,23062c,230.0,209.467104074
21532,27230,9691a,345.0,18862.761107
56474,56475,67105b,69.0,2150.68224377
18068,21141,42597b,115.0,31476.6485759
11303,11302,18086e,115.0,45.0205805093
54263,54264,53729b,115.0,25.5226784769
42000,42001,44723b,230.0,406.878684064
23019,29804,17854b,100.0,7286.32046206
20524,19982,46297,138.0,48366.5513554
48747,49492,64849d,66.0,1705.26346508
22912,28407,39410c,69.0,92.1086159603
13552,13554,50323b,138.0,214.986343843
31633,53356,15705,115.0,611.847485947
13873,13872,33544,115.0,6161.06339099
50878,50916,5308e,138.0,502.946517273
39185,39181,17735a,345.0,222.898238766
65053,64924,52981a,115.0,10086.3241152
31812,31782,26482e,230.0,2070.96112392
34536,42116,28846a,69.0,282.851602236
10753,10754,41874b,100.0,2144.05013276
63804,63807,52521,115.0,913.99330328
19248,39820,3226c,230.0,638.906538188
27779,27780,23140h,115.0,214.466375383
56462,56535,67143b,138.0,4928.75769982
28229,28231,43495b,230.0,3265.96458245
56851,56829,67835,69.0,30739.0475168
22359,22328,29981b,500.0,27.5312026355
58009,58010,52321c,230.0,40.9012176059
28341,28342,34498a,138.0,93.790274034
26159,26173,34670c,500.0,94.0866706641
24625,24629,5007,115.0,14066.6589495
45159,45105,14813a,138.0,7173.28498093
13451,16618,27670b,345.0,4325.19131965
34657,19051,1607a,115.0,1609.17858842
38110,38114,34750g,138.0,1944.52914337
44870,53839,48097c,500.0,304.22805671
65110,65279,52415f,230.0,17862.5716744
46409,47388,71878c,60.0,285.746550351
9566,28830,38061c,115.0,69.2559888976
56045,56047,65378b,60.0,44.2513895019
9543,27839,40717d,138.0,3642.08674623
55309,55675,68850a,138.0,2406.45918262
43806,26878,3321c,230.0,2683.46235016
38944,39354,42403c,115.0,43.187326605
33826,29108,25682b,115.0,63.8991365308
63064,63549,70250c,138.0,156.191820945
43367,43369,43506,138.0,4410.01695541
42365,42364,17974k,138.0,1264.52627204
23791,24118,29814,100.0,7768.37719831
38778,36904,15306b,115.0,8613.84697357
21338,29852,45166c,115.0,268.680607818
45137,45108,39352,115.0,923.038732634
37230,37063,8806a,161.0,35.068161741
48557,47185,73155a,70.0,1186.78436959
61169,61171,58965,138.0,113.746979256
29542,29543,1785,69.0,4494.44658247
55895,46313,64437a,230.0,1089.28187134
23019,29804,12360b,138.0,7286.32046206
41226,41234,27000,161.0,11744.0391113
13149,17406,11525d,138.0,2402.54689876
63228,63227,69304,69.0,516.220303476
51950,51951,13084a,345.0,1650.27991427
65253,65354,52989a,230.0,12594.6422851
50433,50400,39348,69.0,105.012463309
61927,61930,15510c,138.0,68.0658948773
27079,27080,9909a,345.0,14867.9873114
21448,30359,44357,120.0,4101.30783765
18800,18803,10210c,115.0,1994.73033259
49055,49151,62923,115.0,4494.63659494
63625,63556,69946d,345.0,134.72821981
43770,54934,4549a,345.0,59805.6958956
55610,55611,68314f,138.0,16.2586497593
50583,51017,9607a,230.0,33023.5339352
55351,55651,68834c,138.0,5801.92264797
50137,50005,15036c,161.0,11209.1220806
56012,49668,65065b,69.0,2898.48727789
55363,55373,68127c,345.0,19624.4543367
52143,52125,39219c,100.0,13118.3998259
11605,11649,47702b,138.0,1323.51767589
14514,41555,47319a,230.0,116.19534205
18156,18140,46589a,69.0,11358.0920681
56113,54899,66776a,138.0,45695.8540842
58566,58568,55791a,46.0,51.7583991768
15283,15282,12153b,138.0,2315.23546422
39208,39177,37672,115.0,57.2931301334
63053,63058,69765a,138.0,8308.23574567
11728,11719,5178b,115.0,73.4708540751
17170,42832,45028c,138.0,10266.9747768
28166,42154,30175a,115.0,14248.3405823
27268,27269,3733d,138.0,3146.56007201
39445,53498,21986c,115.0,518.231459263
48391,49452,63412a,230.0,242.788280277
46053,48582,65170,120.0,20287.6514608
39343,39340,19716d,115.0,7932.18643162
65117,65131,57701,230.0,864.468034873
55804,55812,69020b,138.0,4733.43752009
24394,43502,1890b,115.0,4014.21380867
62337,39635,39638,161.0,43.6580371034
49666,55961,63604,69.0,9883.87194683
29341,29342,20857e,138.0,225.335822493
40924,43826,46908a,500.0,251.08553118
34567,34568,2760d,115.0,21.9056788359
43725,41778,44911,69.0,13.630653533
52567,52569,1496a,138.0,82.5931717552
18041,18046,1999e,138.0,144.416643619
17472,27697,32372b,138.0,2818.53014791
15940,15944,30390b,138.0,6266.28081245
13402,13404,1074b,115.0,42.8909457489
50497,50523,8497d,100.0,249.777619473
17913,12503,19974o,161.0,58.2026194249
39998,38440,23892,161.0,11354.4926998
47864,56075,65514d,115.0,69.9475870353
20011,20026,34097,100.0,16426.1929795
16097,16102,48087a,115.0,292.58591869
42423,42424,24027e,69.0,26.6267328561
63800,63805,52515,115.0,685.465081958
47267,49490,63639,345.0,135832.535338
25255,25256,20270b,115.0,221.869620582
39903,39900,45528,161.0,8244.60967573
17411,13837,422c,115.0,35604.8259784
31827,31828,23362b,230.0,9176.03894416
61167,61170,60243b,69.0,313.166895468
52791,52702,42630a,115.0,11834.8021202
48009,49543,63804,69.0,4571.63117582
29707,9145,13901b,161.0,131.715751499
64190,64205,52919b,69.0,2048.74403911
26301,26287,27493c,115.0,183.130215901
10695,10696,16481b,345.0,145.064638192
62497,16754,13988a,230.0,365.283505933
13143,13137,42823,138.0,15274.410881
32301,32303,25233b,138.0,4328.12057462
19643,44328,1775b,138.0,7569.83727219
51843,31402,14631c,230.0,122.994886517
50898,50902,39543,115.0,909.176515384
58600,58601,52870c,115.0,112.749828401
38351,38372,48712a,138.0,1369.37585016
11488,22329,18399b,115.0,10885.7379868
31881,31905,45010a,115.0,69.0166647901
49242,47364,71120c,60.0,52.4577926
13872,14104,33420,115.0,22945.1355388
19105,39659,21545,230.0,4791.25153761
41270,53782,16142,161.0,5829.48904789
58749,58750,52384c,230.0,45.409087981
30532,13606,46883,345.0,24378.481556
26630,26642,35853a,161.0,53.1267252434
10805,17501,47746d,115.0,139.401956347
9642,9643,2672b,161.0,287.795753896
11605,11590,12894a,115.0,9389.49650096
10933,18721,40688c,345.0,1598.13801007
32131,32132,22885b,138.0,3116.60487638
39448,39447,24958g,230.0,81.7370051529
15900,15899,23239c,230.0,34.475875659
57390,57389,66286,69.0,2111.5144849
22864,12741,47725a,115.0,14042.0104986
16084,16075,3288c,115.0,15154.2036981
43537,19534,12484a,138.0,4345.08563818
58180,58154,55758,46.0,6866.94095702
62687,47767,65214b,230.0,36009.3011461
18752,18768,42699c,69.0,2430.00902617
32074,32076,29214a,115.0,3653.01972959
14317,14318,20762a,161.0,11.5870117779
29792,29743,4190a,230.0,326.929960118
14437,14440,7811,230.0,19334.8238661
63405,63568,69531g,138.0,5304.33179056
62154,16531,7902b,138.0,18742.9444065
15468,21806,39928,115.0,144.85128912
47383,46807,65015,115.0,1463.42373324
18655,18628,26646b,115.0,3998.07929327
54914,55086,68922c,138.0,107.28542484
54441,54452,57927a,46.0,2423.1981425
45952,48897,64162a,138.0,9119.95529737
39771,62343,6847b,161.0,20891.1363058
17664,32504,20371a,138.0,6332.56869772
31424,31385,17531,115.0,46899.0472362
29168,53370,34398a,115.0,6388.1359847
12404,12384,19243d,138.0,9273.48706348
60372,60348,61747,69.0,12585.7888522
50472,34627,9978b,100.0,9266.72490977
28535,28583,47635,138.0,24.1951185767
27262,27263,37558,161.0,2106.21163699
62302,62230,26532b,115.0,1749.84385862
26470,22758,159,115.0,6470.63380727
44513,44514,27723d,161.0,13.3048666884
65712,65722,54066c,115.0,11281.8553327
31459,31462,2813a,161.0,633.244244638
44924,30349,11829b,230.0,27175.8370608
47507,45980,63985,138.0,44172.0746588
61540,61543,53442b,230.0,10.4599495753
39183,39184,48664e,115.0,30.7428304478
43943,23942,14110a,161.0,11350.9052333
38814,38816,9303a,34.5,6482.28313392
14700,17985,46546d,115.0,49.1080649502
41631,41636,280,138.0,11014.6248492
43404,43364,20105a,138.0,12468.9547678
60114,60148,55404a,138.0,14175.8324691
18151,40693,4709a,69.0,29.502815383
19771,44261,20545c,115.0,1313.54386053
50016,50015,42351,100.0,91.9962920803
54929,54930,66661a,138.0,461.263161387
46833,47077,63429,115.0,3152.17053181
64309,64310,52612a,115.0,229.289724131
9112,9113,153a,115.0,74.5064999442
58599,58600,52869b,115.0,110.533820203
54845,54848,55591,69.0,910.450561803
27751,27750,38248,345.0,77979.9296238
25453,25458,16454b,138.0,17000.4430647
62795,62784,69462b,138.0,34787.9069083
17590,25076,46275c,138.0,44.0906358185
42545,36500,35566b,115.0,4634.3594857
46177,55949,72464a,115.0,6830.46094668
29164,53368,12729a,138.0,979.910608211
10553,10541,36269a,138.0,100.449661418
25080,10753,41874a,100.0,9799.77068718
55430,55446,68521b,138.0,8809.01260713
54107,54085,57146,230.0,3715.39179734
19238,19239,39759b,115.0,1145.63223664
63348,62924,69969,138.0,838.73610577
50604,42562,14424,115.0,6760.57050328
18397,18393,4143a,69.0,11670.2336202
18993,18965,17058a,115.0,2123.73170746
30248,20369,29271b,161.0,367.278886156
30922,17531,25530e,345.0,1091.0116245
47406,46729,73259a,92.0,4591.14346498
13906,51615,32830,69.0,3632.99237907
18520,18519,2810d,69.0,5950.65043623
32086,61766,20216,115.0,3441.60086608
24931,24929,3032a,69.0,286.713686665
35806,35805,38722c,161.0,281.781295115
26300,26669,8586e,115.0,4323.99637988
52066,52032,32626d,230.0,1913.46141459
54264,54266,53730b,115.0,159.2821321
18708,18706,2531,100.0,97.3520522546
53119,16959,13094a,138.0,1994.40759799
49632,48162,63914b,230.0,8060.80224292
64242,64243,57611a,230.0,147.531771383
42420,31434,21445b,115.0,70.0934508809
31663,45655,31403d,115.0,41.4062103441
22553,22583,46998b,115.0,104.832246743
56663,56661,67926,345.0,5873.30701947
39158,39142,34104b,115.0,149.352407627
55883,49329,62971,69.0,2580.87848611
18666,18654,26131b,115.0,16.2812314257
50003,50004,38569c,100.0,102.16383725
59067,59054,54987,138.0,1639.33027579
16406,16398,8315c,115.0,13004.5709853
33051,33052,34830b,138.0,60.0220169922
17713,27347,23562b,138.0,328.754486021
63900,63893,52187,500.0,282.95400633
43597,43596,992,230.0,3590.06284329
13658,13683,10230b,138.0,9939.4152183
54946,54869,66966b,69.0,11469.5125152
51784,42575,17555b,115.0,3062.93889428
63214,63205,69259,138.0,4536.58903943
9718,10924,9426b,345.0,7239.12458519
42877,42878,25533b,69.0,205.870664994
58361,58365,59942d,115.0,1800.36397215
28018,20668,24854c,500.0,6405.80571269
11767,11768,32470a,115.0,131.901406679
61159,61245,52084,500.0,18030.1346929
32827,52221,3686,138.0,11984.4153382
28320,28321,598a,138.0,245.696018888
61399,61398,55611a,115.0,40.4466054332
40177,40186,24242,138.0,14539.7303147
38429,38428,26333b,138.0,62.7949664168
33136,53322,32085c,230.0,2707.50802256
48067,45922,71799b,60.0,36.6746549852
16956,53114,15322b,100.0,189.139862676
35493,34999,4388,69.0,18104.4619844
18211,38832,39263,115.0,6735.29127987
21133,21182,10243b,115.0,909.894284593
32724,32740,7658,138.0,3422.96580951
43461,43460,41774b,115.0,6628.25338477
23853,23894,14170a,115.0,4188.45241993
52018,13988,46017,230.0,382.260351481
48118,56096,65511b,115.0,39309.0563029
26729,18431,31954b,115.0,2750.52037672
18059,18058,49449d,138.0,17.9755523635
28001,28002,23533,100.0,1997.79474908
61531,61602,53030b,115.0,9699.27151922
43160,43205,50048a,69.0,107.479438068
12169,21744,48971a,138.0,240.321044904
63542,63543,70224a,138.0,30.6056429804
50246,50247,19856b,230.0,110.353972067
42062,42066,43861a,115.0,145.852814105
55059,55060,68010,138.0,10613.5644151
31740,34643,46695f,230.0,28473.9225694
16474,16475,18483b,161.0,16.7520708932
64301,64303,52587f,115.0,755.891152755
17727,17726,18211c,115.0,41.6074161053
18080,30003,44746b,115.0,5004.54522804
36525,36526,33424a,230.0,40.5437798233
33811,33812,11436,230.0,20.0417199894
64139,64132,55474a,69.0,5672.97117575
55995,46753,64767a,115.0,14024.0881145
26783,26756,26603b,69.0,5277.41410069
10973,10972,47078a,115.0,278.718769748
27048,27050,29802b,115.0,56.7272149478
58361,58362,59217a,57.0,296.926843965
29440,29406,41792b,115.0,7572.55005898
43697,39439,47838,69.0,10564.9988357
19750,19763,51494d,115.0,1435.38046422
10649,10665,24529,115.0,662.286832562
48862,48431,73002,69.0,2549.80893112
35193,35160,24985g,138.0,3324.43742861
23615,33031,36712,100.0,1948.31249222
58371,58374,56346,230.0,53016.7921123
31303,31302,8608,69.0,4397.36474858
40953,25374,30063,161.0,8737.20160384
21240,21256,11080f,230.0,44157.9498792
30530,30454,12579,138.0,27261.4927837
30264,20394,46756e,115.0,1448.43073642
12502,17919,17258a,138.0,399.594992815
55972,46136,63938,230.0,121039.362574
63096,63098,70210a,138.0,1236.25111057
10862,10860,15773a,161.0,1531.054325
42411,53633,12234d,500.0,8513.64507557
42018,42016,20026b,115.0,50.1257647567
23563,42284,26483e,230.0,5447.14609063
13811,16263,308c,230.0,2164.7641901
44398,44399,7077c,115.0,4261.44961409
29313,29301,3496b,138.0,4091.79361721
63626,63529,70028b,138.0,7.36735391168
15619,15618,11804b,69.0,308.584073621
61292,61291,56662d,69.0,102.973289936
59297,59303,55942b,115.0,1541.39552714
9438,9461,1560d,115.0,127.733725093
38879,38948,51675h,230.0,17051.9002166
45873,47062,65267a,230.0,5552.67025158
11718,11719,16326b,115.0,13.3194929873
44180,37826,35058a,115.0,101.519393163
20835,29345,48451b,115.0,31.607302411
24400,24401,44774a,115.0,234.386083413
46458,47065,64896,230.0,2878.89969682
28304,28305,14518a,115.0,1072.73765353
22941,22940,1471a,230.0,14.8595716595
63184,63584,69697b,138.0,7457.05801776
39980,37088,39419a,69.0,7285.89616127
62915,62914,69457b,345.0,534.704605065
17773,20828,3318b,69.0,2600.43771369
49290,47453,64023,115.0,3264.8601137
31360,44859,40536a,138.0,188.285559756
10148,10142,20669b,115.0,9624.54797003
51465,38026,24246b,100.0,1549.3128791
65478,65479,52966a,115.0,44.8541190477
50225,50226,15032c,230.0,88.3598061723
51408,51437,15761b,138.0,3724.72534948
48244,46888,74455,138.0,1806.93475701
63348,62921,69972a,138.0,636.1224798
10758,16970,7568,138.0,7034.55531653
33086,51376,51492a,115.0,1014.25838678
50004,49980,25722c,100.0,8174.27906419
23824,37527,7243a,115.0,344.403070404
29826,12453,48711b,115.0,2020.24341066
36760,36761,41297a,161.0,69.2344745028
22237,22238,38201a,115.0,4444.79552493
20666,28069,32112a,138.0,87.7851922496
43579,43580,22499a,230.0,297.299033354
51734,51735,2036b,161.0,258.114135345
53095,53127,7170a,138.0,5272.65632394
17262,22101,3268a,138.0,7645.47704757
31490,31489,37805a,345.0,314.478267567
43733,43732,26343b,115.0,22.0063647497
59973,60027,60722a,115.0,10695.6142273
61358,61354,55534a,115.0,332.987711275
63171,63337,69850b,138.0,107.200471159
44981,22959,45693,345.0,10129.8390427
59940,59948,58490,500.0,2062.50569855
