FromBus,ToBus,TxID,kV_fbus,kV_tbus
24068,23797,41729a,115.0,230.0
27409,9816,1468b,69.0,69.0
39638,44344,36107b,161.0,115.0
53272,53244,29617b,69.0,138.0
38992,38991,20247a,100.0,100.0
64079,64076,55456,138.0,138.0
31218,45036,21794b,115.0,345.0
422,43930,74930,6.9,138.0
45449,45469,8668,69.0,115.0
12722,22941,36535b,100.0,100.0
63992,63993,54423c,138.0,230.0
12618,20607,18674,138.0,138.0
13677,17721,37960,69.0,69.0
41007,45367,44637a,161.0,161.0
24939,24937,24044a,100.0,69.0
42298,51704,11429c,69.0,69.0
5136,10561,79079,4.16,115.0
12554,12555,20573,230.0,69.0
22705,22692,23831,230.0,115.0
30560,44626,48483,138.0,0.0
18970,23575,1618,115.0,115.0
3442,13750,77562,6.9,230.0
7219,35940,80879b,4.16,115.0
19521,34004,26604e,161.0,69.0
20277,20278,24034,69.0,69.0
22571,22572,30513c,115.0,115.0
36284,51212,6115a,0.0,0.0
20918,17987,43846a,115.0,115.0
58843,58844,54396b,115.0,115.0
28061,28060,28491,138.0,138.0
31753,31752,35862,161.0,230.0
36526,36563,45051a,115.0,138.0
15266,15289,29120c,138.0,138.0
50936,52503,41359,230.0,230.0
24258,24244,20737,138.0,138.0
51104,34817,29481,230.0,138.0
65630,65627,56759b,115.0,230.0
18954,18955,17549a,230.0,230.0
45684,42709,50144,161.0,115.0
58844,58847,54396c,115.0,57.0
20389,20390,49462w,230.0,230.0
39066,39088,23021,115.0,115.0
33273,51415,15494,230.0,138.0
54847,60774,56469,115.0,69.0
6654,48437,80385,0.69,60.0
22431,22433,56276,69.0,230.0
6206,22923,80019a,0.69,69.0
52613,52538,7048b,230.0,138.0
35136,45273,6346,161.0,161.0
26174,26159,34779b,69.0,69.0
58132,58136,56558a,69.0,0.0
33428,33427,33049a,138.0,230.0
25077,25074,38282d,230.0,120.0
34322,39541,50812b,138.0,138.0
52192,53418,27220c,138.0,0.0
25604,25605,26751a,345.0,345.0
33387,20322,39048b,138.0,115.0
22772,22791,41396,0.0,138.0
11994,11951,31383,161.0,161.0
58652,58655,54310a,115.0,230.0
54181,54180,57792a,46.0,46.0
33893,35351,18575a,161.0,161.0
43278,43297,44207a,138.0,138.0
51539,45207,393f,230.0,115.0
50715,50675,37542a,69.0,69.0
51230,51206,38343b,138.0,138.0
45415,42321,38263a,115.0,115.0
3714,51391,77804,4.16,115.0
45731,45732,13640b,345.0,138.0
52908,44798,23408b,115.0,0.0
24868,20116,8223,69.0,345.0
16490,16491,47851b,138.0,138.0
22926,22927,37533b,69.0,69.0
26712,11726,33613b,115.0,115.0
14668,14677,47750,100.0,765.0
29991,21154,20960c,115.0,115.0
109,47372,74638,4.16,115.0
9724,9705,5243b,115.0,345.0
22239,10684,48767b,115.0,115.0
34662,34663,44559c,115.0,115.0
45536,31553,6556b,115.0,100.0
20689,42041,46336c,765.0,69.0
2539,11236,76732a,6.9,115.0
15258,15259,3065c,138.0,69.0
232,49241,74750,6.9,66.0
64545,64546,54093d,500.0,230.0
54291,54290,57340b,46.0,0.0
2311,32443,76537,13.8,230.0
3490,60265,77603,6.9,115.0
16572,16573,46960a,115.0,0.0
2498,54761,76695,22.0,345.0
13562,23038,22241a,138.0,115.0
14936,25130,25782,69.0,230.0
41492,25406,48274,138.0,138.0
5268,39015,79198,0.69,100.0
26837,26838,17715b,115.0,100.0
10330,10335,38249d,230.0,115.0
50001,49963,44963a,500.0,500.0
60300,60301,57603b,0.0,0.0
60919,60922,54477b,69.0,66.0
10985,10968,31009b,115.0,69.0
17962,17963,8744a,115.0,115.0
39132,39133,44182a,230.0,230.0
50282,34642,43929a,115.0,138.0
9821,9822,31226a,138.0,230.0
40532,40530,29903,138.0,69.0
52778,28981,50441c,230.0,230.0
6503,59188,80254,6.9,115.0
4759,10363,78766,4.16,138.0
32867,32855,49319h,138.0,138.0
3833,56714,77913,13.8,138.0
1296,51007,75670,22.0,138.0
4818,38086,78815,6.9,69.0
36952,38788,34896a,115.0,115.0
74,47992,74604,6.9,69.0
27957,9672,50635b,115.0,500.0
3190,36681,77326,4.16,69.0
58721,58722,59690a,115.0,115.0
32655,32656,8203,138.0,115.0
25654,21177,4127c,69.0,161.0
60158,60166,58291,69.0,115.0
59703,59701,54674a,345.0,345.0
28861,18836,17904b,115.0,115.0
9989,10442,26591a,0.0,115.0
32334,32299,29244c,345.0,345.0
8442,36373,81891b,4.16,138.0
52610,52607,10344,69.0,69.0
43015,43053,10885a,0.0,0.0
44883,35999,37547b,34.5,100.0
51941,51872,20406b,230.0,230.0
62571,36479,2657a,500.0,161.0
53354,52805,35352,0.0,115.0
52499,34502,31494a,115.0,230.0
6283,60161,80077b,4.16,69.0
40149,45347,2048c,69.0,69.0
60863,60890,59621,69.0,115.0
391,42236,74900,22.0,230.0
62083,27139,51897,345.0,115.0
4634,31519,78655,4.16,115.0
43908,43907,7319e,115.0,115.0
10775,25095,1405d,138.0,115.0
58915,58917,59636,69.0,69.0
21360,21361,40071j,230.0,138.0
6158,20270,79975,4.16,115.0
28782,29230,1211b,115.0,161.0
50426,50427,4028b,138.0,138.0
20461,20459,36851b,69.0,115.0
37309,37290,34212b,138.0,138.0
8593,34442,82022,4.16,69.0
38866,36834,11105b,230.0,230.0
50496,52175,37132d,100.0,230.0
13027,8871,46567,115.0,69.0
10548,25932,20820,0.0,0.0
40794,9345,37240a,115.0,115.0
45001,52352,31741a,115.0,115.0
29638,29636,32688,100.0,115.0
21894,17264,13385c,138.0,230.0
13537,20615,31019a,138.0,138.0
884,21446,75298,6.9,115.0
38793,38807,19901,115.0,115.0
36992,37040,15197b,138.0,69.0
39244,39266,41862a,0.0,161.0
29102,29103,20799b,230.0,230.0
45649,16460,41058c,138.0,138.0
18207,18206,22845a,34.5,34.5
21398,25208,6546,138.0,69.0
8035,22898,81590,4.16,230.0
27328,30315,26730,115.0,115.0
15609,15617,34845a,161.0,69.0
39165,39166,4038a,230.0,230.0
28624,28626,11861a,69.0,69.0
32067,32070,44143b,138.0,0.0
6471,28765,80228,4.16,69.0
53641,30347,43994d,115.0,115.0
24139,52010,15006a,115.0,115.0
17577,10835,17144k,115.0,115.0
6627,36709,80360,4.16,230.0
10697,10695,29426c,115.0,138.0
31060,31061,11670a,161.0,161.0
61172,61174,56567c,0.0,69.0
24030,24143,37319a,115.0,115.0
52146,52117,40067b,138.0,100.0
21726,12312,24243b,69.0,69.0
54225,54226,57803d,115.0,115.0
7558,11541,81188,6.9,115.0
37741,37743,3142,115.0,0.0
30134,30136,18521b,0.0,0.0
44280,44282,31744b,230.0,115.0
40904,25415,3185b,115.0,115.0
3527,20460,77635,6.9,115.0
65059,65031,57350a,230.0,69.0
34975,34982,18263,69.0,0.0
14529,41548,11893,138.0,0.0
58680,58681,59685b,115.0,115.0
41648,41649,43228,0.0,0.0
53702,53708,37919a,161.0,115.0
31341,32136,30206,138.0,138.0
34593,33968,6048e,115.0,115.0
40318,41134,41697,115.0,115.0
27283,27285,30659d,69.0,115.0
23730,23733,13103c,115.0,115.0
59387,59385,59119b,115.0,69.0
20357,25497,50569d,115.0,115.0
283,47205,74796,4.16,66.0
37315,37314,17558,345.0,345.0
1470,22427,75837d,6.9,69.0
31211,31212,9826b,230.0,230.0
21259,21262,4662b,115.0,115.0
65424,65428,59503a,500.0,115.0
31992,31980,10658b,500.0,500.0
13773,25042,4453a,230.0,345.0
19839,61859,40115c,138.0,138.0
52861,37205,13202f,161.0,161.0
21063,21042,25525,69.0,69.0
8828,46763,82222,0.69,230.0
62169,19676,10484b,230.0,230.0
11080,11056,35399a,115.0,115.0
35138,45275,1015,138.0,230.0
43548,43550,15964,69.0,69.0
36731,38853,24483a,100.0,69.0
2923,11844,77082,4.16,115.0
43310,43226,13899c,115.0,161.0
36842,38864,4329,138.0,230.0
6107,20726,79930,6.9,138.0
43367,40622,1648b,138.0,115.0
7089,41905,80761,4.16,230.0
48435,47196,73179,138.0,60.0
34642,34648,43929b,138.0,115.0
6167,49382,79984,4.16,34.5
7667,21558,81277,4.16,500.0
27943,27942,48279a,230.0,138.0
42203,42184,15776b,500.0,138.0
29923,29900,26871,115.0,115.0
28094,28135,21565a,138.0,138.0
18668,18674,21506b,115.0,115.0
7900,14883,81470b,4.16,115.0
60137,60112,59594c,69.0,230.0
30116,30115,26807c,115.0,115.0
12885,20212,15529c,69.0,69.0
16167,16168,19018c,138.0,138.0
24670,24666,39150a,0.0,0.0
25012,24992,23358,115.0,69.0
18770,11468,26896a,230.0,230.0
43732,41314,16141b,500.0,161.0
59833,59811,54899a,46.0,46.0
35693,40264,48726,69.0,345.0
18047,18051,19847f,345.0,345.0
10762,10761,34166,345.0,345.0
28377,28448,44704d,69.0,69.0
21409,21410,44650,345.0,69.0
25863,10465,1380a,0.0,0.0
7978,24554,81539,4.16,69.0
3645,13976,77739a,6.9,230.0
41448,51898,5959,115.0,0.0
4289,36340,78345,6.9,115.0
63836,63899,55657b,230.0,46.0
59733,53852,54938c,345.0,345.0
1202,25269,75576,6.9,115.0
39440,43673,40166,115.0,115.0
2994,43921,77147,4.16,138.0
1283,36821,75657,13.8,100.0
60816,60818,54459a,69.0,69.0
43483,35835,31016b,0.0,115.0
17284,21893,17145b,138.0,138.0
33604,33652,34820d,230.0,230.0
1763,54756,76089,6.9,69.0
5541,48086,79425,0.69,70.0
4401,64326,78443,6.9,13.8
22486,22487,51954a,230.0,230.0
2067,45400,76343,22.0,500.0
38609,38610,22427b,69.0,69.0
10776,17265,39823b,138.0,345.0
24451,34149,4352b,161.0,138.0
29875,29877,14208a,115.0,69.0
60197,60199,61144f,230.0,230.0
53293,53294,49418h,138.0,138.0
6300,55904,80090,4.16,230.0
21021,22860,47335c,115.0,161.0
40273,40673,29045,138.0,138.0
23727,61981,14719,115.0,230.0
6128,60071,79951,4.16,69.0
4141,48742,78209,6.9,60.0
65208,65209,58075c,0.0,0.0
27822,27823,40230a,230.0,230.0
981,35530,75381,6.9,115.0
26823,26824,40674b,69.0,115.0
10101,10120,7329a,230.0,115.0
64959,64960,60033,69.0,0.0
10920,10944,7303a,57.1,57.1
62369,36441,21833a,161.0,161.0
7099,36297,80770a,4.16,138.0
59099,59111,54841a,138.0,46.0
64920,64885,57867a,0.0,115.0
22048,17610,46538,138.0,69.0
39312,39288,14905c,230.0,230.0
15348,15491,22158b,115.0,115.0
43704,33917,11606,161.0,69.0
50172,50135,38517b,69.0,115.0
18805,18806,41580a,115.0,115.0
9985,10011,42003b,115.0,69.0
65614,65514,57849,69.0,69.0
24059,24143,10214,345.0,115.0
42574,42576,30567d,345.0,138.0
43051,43050,27513a,138.0,0.0
64510,64942,54413d,138.0,138.0
16617,25199,15354,115.0,115.0
41610,41609,11081a,0.0,0.0
62314,62362,29764b,0.0,0.0
50372,27222,25393,69.0,0.0
21344,21345,34023b,230.0,230.0
61918,39699,29724c,115.0,115.0
60029,60030,60075,0.0,0.0
1767,54488,76093,6.9,69.0
10966,11014,31702,69.0,115.0
58889,58890,58322b,115.0,115.0
8143,59366,81685,4.16,230.0
41412,25424,4215,230.0,161.0
4766,36306,78772,4.16,115.0
39989,39976,32451,161.0,500.0
59961,59958,61243a,69.0,69.0
64819,64840,58245b,230.0,115.0
12030,12029,40466a,69.0,69.0
22094,22095,31270a,138.0,115.0
5349,15711,79266,4.16,69.0
5920,18534,79765,4.16,161.0
12132,18212,21956d,230.0,115.0
51627,51653,36679,161.0,161.0
5500,63958,79387,4.16,115.0
8809,58429,82205,4.16,115.0
32044,44631,38445a,115.0,115.0
50179,50132,46864b,69.0,69.0
25738,25737,26610c,69.0,69.0
64849,64863,60608,115.0,69.0
1847,21150,76170,22.0,115.0
54776,54779,54538a,69.0,69.0
21249,21252,32467,69.0,0.0
9996,10020,46163b,0.0,115.0
39972,39973,14156b,115.0,138.0
57874,61756,53619,230.0,230.0
17512,10764,11931a,138.0,138.0
29662,29661,43951c,100.0,100.0
42997,43025,29689,138.0,100.0
15887,26317,2039b,115.0,115.0
27546,62131,12858,0.0,69.0
64480,64464,57936b,230.0,115.0
6226,9522,80030,4.16,230.0
7328,18465,80975,4.16,115.0
12817,17834,12743b,0.0,0.0
42719,16514,41906d,138.0,138.0
33342,29244,18130,230.0,69.0
1350,40364,75723,13.8,138.0
21278,21235,48895a,138.0,138.0
32497,20559,40587,138.0,345.0
10408,10409,27450a,115.0,115.0
10860,10859,28662b,115.0,115.0
58657,58674,54307b,230.0,0.0
36807,52253,16774c,161.0,161.0
51570,34818,46788,230.0,0.0
7420,33450,81063,4.16,230.0
6963,47179,80655,4.16,115.0
25817,25826,40486,0.0,138.0
60894,60893,54500,69.0,230.0
13847,13774,30499b,115.0,230.0
30011,30007,36391,230.0,138.0
23574,24627,47038a,115.0,345.0
33524,33478,6923c,100.0,100.0
26432,26455,14149a,115.0,161.0
24573,24539,1403d,115.0,115.0
25270,25271,32385a,115.0,138.0
53177,53178,26499a,69.0,69.0
42618,42617,46661b,115.0,69.0
58962,58963,54776a,115.0,115.0
11488,26179,5200a,100.0,115.0
33641,33642,12916e,138.0,230.0
33971,33970,27936a,0.0,161.0
11065,11091,6909a,345.0,115.0
4732,11616,78742,6.9,345.0
10244,10083,32690,230.0,0.0
26630,26664,47248d,115.0,230.0
54799,54800,58138a,115.0,138.0
40810,40812,31708,115.0,115.0
29749,29782,41743a,115.0,161.0
27700,27702,47209,230.0,115.0
60045,60050,60068b,0.0,69.0
397,42134,74906,6.9,115.0
28905,52908,23408a,115.0,115.0
50448,50521,33984,0.0,161.0
32346,32344,18864,138.0,69.0
22756,22759,42437a,69.0,230.0
26667,26693,22267d,345.0,345.0
51741,51718,44319b,161.0,115.0
25245,25246,45208,115.0,0.0
64542,64543,54090a,500.0,500.0
9594,27779,17593b,115.0,115.0
17974,20886,29627a,69.0,69.0
28881,44516,22314,0.0,138.0
44233,44232,31546,345.0,345.0
2290,15310,76519,4.16,138.0
18796,18797,31536e,115.0,115.0
50112,34462,23040,345.0,345.0
5906,61469,79753,4.16,230.0
18926,18927,49736,115.0,161.0
45701,31682,44943c,115.0,115.0
3336,57915,77465,6.9,69.0
53292,16480,29545f,138.0,138.0
8952,8953,37845a,138.0,138.0
59120,59119,59221,138.0,46.0
22153,17215,26952e,69.0,69.0
12399,12407,26842b,115.0,138.0
60042,60043,60059,0.0,0.0
11677,11676,18327f,69.0,69.0
4286,46827,78342a,13.8,60.0
15938,15970,42762,115.0,115.0
6984,48870,80669,0.69,33.0
23779,25388,46403d,69.0,115.0
8225,33694,81741,4.16,69.0
509,35201,75006,13.8,138.0
37995,53503,50130,69.0,230.0
35294,35295,25453,115.0,69.0
2924,62974,77083,6.9,138.0
12405,12406,39596b,138.0,138.0
51907,41452,6954d,138.0,161.0
54590,54591,58094,0.0,0.0
24452,43563,14909a,230.0,230.0
38178,17637,23504b,138.0,230.0
1246,27332,75620,6.9,161.0
6834,31954,80544,4.16,115.0
39141,39153,16510e,69.0,115.0
33743,33744,46216,115.0,115.0
26135,11774,33832,115.0,115.0
11706,11743,2702a,100.0,115.0
60309,60310,57597a,115.0,115.0
64979,64980,57925b,0.0,0.0
19527,24390,45548c,115.0,69.0
24460,43561,27544,100.0,115.0
26313,26319,12462b,100.0,69.0
33847,33834,39070c,69.0,69.0
26803,26838,6289a,100.0,100.0
41504,26876,27418,0.0,0.0
26345,26346,19333a,115.0,115.0
32689,32379,18197a,161.0,345.0
58919,58920,54773,69.0,138.0
3268,14434,77399,6.9,230.0
11932,17339,4439a,100.0,100.0
50866,42229,29828,115.0,138.0
11241,11240,31088,161.0,115.0
11477,11479,45293b,120.0,161.0
14419,34232,34727,69.0,161.0
37452,18255,32644b,69.0,69.0
36141,36176,30030a,115.0,115.0
51704,51728,11429d,69.0,115.0
5014,31834,78985,4.16,138.0
27835,27874,36179c,100.0,69.0
39848,42353,14139d,69.0,161.0
59364,59438,54709,69.0,69.0
58040,58041,55545a,69.0,0.0
25698,25699,11555a,69.0,69.0
12829,30023,45437,230.0,69.0
31974,31989,38929,0.0,69.0
10157,10156,25313c,100.0,138.0
17483,53391,35240,115.0,138.0
27787,9600,48558a,230.0,230.0
53455,51345,9069b,115.0,0.0
62416,36598,12680c,161.0,161.0
17969,17970,19702b,138.0,115.0
43015,43054,9247a,0.0,0.0
35130,37661,25337,69.0,138.0
65266,65267,58051a,110.0,110.0
60072,60073,60078c,0.0,0.0
21011,20998,14606b,138.0,161.0
4598,49020,78621,6.9,230.0
11265,11264,11615b,115.0,115.0
9947,9960,7726,0.0,115.0
1130,56841,75505,13.8,138.0
51652,24779,27969,161.0,69.0
1114,16330,75490,6.9,115.0
16519,42676,40590c,138.0,138.0
29733,29727,20659b,230.0,230.0
20897,20898,26242c,100.0,100.0
51304,14459,29147a,230.0,230.0
10848,27727,35722f,115.0,138.0
43755,43777,4186a,69.0,138.0
65175,65178,57380a,0.0,0.0
14281,14282,25308a,230.0,230.0
19454,19456,9949,69.0,69.0
8716,25723,82126,6.9,138.0
24919,17341,41720d,345.0,138.0
58843,58844,54390c,115.0,115.0
10487,10493,2591b,230.0,230.0
34018,43521,34278b,115.0,115.0
9663,27919,13077,0.0,0.0
36866,38836,22670b,138.0,115.0
25195,12572,25213a,138.0,161.0
21055,21044,21267b,230.0,230.0
35898,50564,36042,138.0,115.0
20990,20948,44043d,69.0,138.0
4435,31461,78475,6.9,115.0
44705,44717,18867,115.0,115.0
25923,10095,33323c,115.0,115.0
6314,32761,80100,4.16,230.0
60150,60181,54217,115.0,115.0
30552,45737,9842,0.0,0.0
5662,53092,79537,6.9,100.0
34379,52147,31237a,115.0,100.0
42839,42784,1136c,138.0,138.0
22321,22318,36876,138.0,230.0
9522,27637,29217a,230.0,230.0
45372,45373,20450,0.0,230.0
33902,62211,59,345.0,345.0
11678,11677,31182b,69.0,69.0
19857,39884,33932b,0.0,0.0
10858,10862,6387,69.0,161.0
45407,45406,29725,69.0,500.0
36368,36374,31457a,138.0,100.0
59648,59646,58944b,115.0,115.0
15048,15049,48389,115.0,115.0
65386,65387,59558b,69.0,138.0
41454,51901,3367,0.0,0.0
45569,45570,47167b,69.0,100.0
43869,25294,35760c,161.0,345.0
34153,34146,9395,115.0,69.0
27691,27692,32885a,230.0,69.0
54818,54819,56437c,69.0,69.0
1676,24858,76022,6.9,69.0
50067,50022,15660b,100.0,161.0
34994,9296,37959a,138.0,138.0
17324,17323,4716,0.0,115.0
53930,53928,57280d,138.0,138.0
29924,29925,42366,115.0,0.0
42541,42542,17265f,138.0,138.0
42600,44901,18969a,115.0,69.0
6135,21563,79957,4.16,138.0
14789,22728,21270,115.0,115.0
30230,30231,21917f,115.0,138.0
43915,43914,40977c,115.0,69.0
12725,12724,2113c,69.0,138.0
57861,57859,56240b,69.0,230.0
10409,10415,27450b,115.0,115.0
48355,62667,74459,60.0,230.0
10163,10179,8957a,115.0,115.0
41697,43426,45796b,161.0,161.0
15209,17095,25043b,161.0,161.0
4672,54495,78686,4.16,115.0
18990,44049,46407a,115.0,115.0
17295,25067,31751g,138.0,138.0
29657,29676,25863b,69.0,0.0
7215,31855,80875,4.16,115.0
12595,12596,39323,120.0,138.0
21276,9777,13313a,115.0,115.0
34566,34568,2714c,115.0,161.0
12666,30616,13919a,69.0,69.0
54580,54581,58092b,0.0,0.0
8261,59066,81772,4.16,46.0
35230,19917,41949a,138.0,138.0
33160,33161,41894a,115.0,115.0
35705,38664,45443a,161.0,161.0
59711,59707,54877d,69.0,115.0
12431,17595,4324e,69.0,69.0
24369,50618,14712d,230.0,230.0
45033,36674,10497b,138.0,0.0
53298,53356,32452b,115.0,100.0
16822,27467,15075b,161.0,161.0
28390,9575,2388c,115.0,115.0
29741,29740,17886a,230.0,230.0
10438,10434,32438,138.0,0.0
58655,58657,54296a,230.0,230.0
3446,31784,77566,13.8,69.0
24466,24506,901a,138.0,115.0
6394,22065,80169,4.16,138.0
44780,35285,1965a,0.0,0.0
8270,29489,81781,4.16,138.0
32947,32925,50132,115.0,230.0
18218,18217,716c,69.0,69.0
42259,44039,9895a,161.0,138.0
32154,32152,50866,138.0,138.0
3678,15732,77770,6.9,115.0
164,49547,74686b,22.0,230.0
21526,21532,8251,120.0,138.0
50408,14288,35974a,230.0,69.0
17576,10851,18768c,115.0,100.0
7807,11843,81391,4.16,115.0
54428,54426,59388a,46.0,46.0
50267,53537,31895,69.0,100.0
26122,26142,34739b,115.0,138.0
30049,30052,10676,115.0,115.0
29329,29328,1032,161.0,230.0
6796,47297,80508,4.16,60.0
20377,25485,37519b,230.0,115.0
16359,16358,8295c,345.0,138.0
34563,24372,11997,69.0,115.0
28264,28263,34010e,69.0,69.0
8074,22075,81624,6.9,138.0
18045,21219,14513d,115.0,230.0
20156,20145,34800,69.0,69.0
38212,57282,52003,345.0,345.0
29661,29662,16213b,100.0,100.0
13974,13975,47091c,115.0,115.0
13517,13507,46531c,69.0,230.0
19149,19254,41665b,115.0,115.0
51231,51174,1226a,161.0,138.0
58650,58687,54323b,230.0,115.0
65680,65681,59460,230.0,230.0
17056,17057,4005d,138.0,138.0
2181,21616,76436,6.9,69.0
64102,64105,56257b,115.0,115.0
34764,34780,19827b,115.0,115.0
51307,51306,45586a,115.0,138.0
9556,9557,40505a,69.0,69.0
39190,39195,20926,100.0,230.0
21229,9776,42382a,230.0,69.0
35082,35081,24089b,345.0,345.0
27708,17535,3880b,115.0,345.0
54517,54513,59545c,0.0,0.0
34176,24411,40234a,138.0,230.0
50656,50660,4396,765.0,69.0
27552,27551,39636c,230.0,230.0
18873,41725,47849d,115.0,115.0
6074,46440,79900,4.16,66.0
53571,53591,51978e,115.0,115.0
51390,51394,1395,230.0,161.0
61662,61667,56524a,69.0,230.0
23839,41694,30325e,115.0,138.0
34028,43536,42498a,115.0,161.0
30446,30538,30798a,138.0,115.0
58066,58070,56231a,69.0,69.0
53403,53402,19657a,230.0,230.0
4784,64050,78788,4.16,115.0
8531,22392,81964,6.9,230.0
10459,10460,3146a,138.0,115.0
9462,9464,14514a,69.0,115.0
29943,29944,38064d,115.0,115.0
39243,39308,42194c,161.0,230.0
1889,60167,76212,22.0,69.0
61218,61231,55182b,161.0,138.0
28311,28306,42648a,161.0,115.0
43301,43302,36156a,0.0,0.0
52529,52518,19228b,0.0,115.0
25946,25952,12907,69.0,115.0
26953,61787,25945,69.0,138.0
59191,59206,58423b,230.0,69.0
33915,33919,2972a,138.0,115.0
34224,15703,21364,115.0,161.0
24469,14022,8601b,115.0,765.0
40134,45346,27987a,161.0,161.0
6565,29774,80308,4.16,138.0
38220,38201,3351,345.0,345.0
1183,13378,75557,6.9,115.0
16902,21602,15571a,138.0,138.0
7201,59148,80862,4.16,345.0
58957,58951,54764,138.0,0.0
60103,60100,56892,115.0,115.0
2652,14434,76835,6.9,230.0
40527,40553,25509,345.0,115.0
45680,16537,46061,0.0,0.0
8364,15006,81834,4.16,69.0
60200,60202,58036a,230.0,230.0
14116,14369,19346b,138.0,230.0
18798,21145,1025c,115.0,345.0
36678,36677,3870a,115.0,115.0
2476,9041,76676,6.9,69.0
2599,56178,76788,6.9,138.0
6011,11515,79843,6.9,69.0
58674,58676,54302a,0.0,0.0
17663,32506,39973a,69.0,69.0
11398,11397,17832d,345.0,345.0
1423,20985,75791,22.0,230.0
27143,20552,37760,115.0,69.0
1093,12373,75471,6.9,345.0
30379,13606,12620,345.0,345.0
44225,44224,14714,138.0,115.0
59921,59925,61210c,69.0,345.0
58112,58113,60394,138.0,138.0
13948,37952,43212b,115.0,115.0
5257,52249,79188c,0.69,100.0
2289,16760,76518,6.9,138.0
26879,40970,39277,230.0,0.0
6481,48311,80237,0.69,66.0
35447,35448,48229b,161.0,161.0
19531,34538,43033c,138.0,138.0
4829,11903,78824,6.9,115.0
65031,65032,57447a,69.0,0.0
9990,9991,8467a,0.0,0.0
19186,37961,36655b,115.0,115.0
27699,17467,42545a,69.0,345.0
17913,17918,15433f,138.0,138.0
5362,27563,79276,4.16,138.0
10309,10322,46687,138.0,138.0
39510,16669,41768c,115.0,115.0
61697,61696,59610b,115.0,115.0
54539,54541,56445a,115.0,230.0
26146,26111,17408,115.0,115.0
13698,22292,47130b,69.0,138.0
42888,42886,31701,69.0,69.0
53641,30821,8232f,115.0,69.0
21504,20593,9558,345.0,345.0
7342,39358,80988,4.16,115.0
17655,17656,27554b,115.0,138.0
54384,54386,59415a,0.0,0.0
27637,27641,4897,230.0,230.0
19917,19918,41949b,138.0,138.0
34160,24442,14868b,69.0,115.0
54632,54633,59362b,69.0,0.0
10889,10890,8199b,69.0,69.0
28753,9152,20367,0.0,0.0
52214,51003,27611,161.0,69.0
51712,32289,17315,115.0,115.0
59298,59299,59651,0.0,0.0
9036,9101,15838,69.0,138.0
12519,12527,24571,138.0,161.0
21175,21177,11102k,115.0,161.0
64771,64772,58250a,115.0,115.0
36728,38866,13894a,69.0,230.0
36865,36866,21801c,138.0,138.0
25270,25271,27173a,115.0,138.0
33418,33452,24430b,161.0,161.0
21286,21287,13518b,115.0,115.0
15308,22883,20736b,138.0,230.0
25808,25809,13999b,100.0,100.0
50948,16107,8626b,115.0,115.0
42277,42298,6859e,138.0,69.0
34255,52051,40114b,138.0,138.0
40990,40989,7063c,230.0,0.0
41983,41984,1459d,138.0,138.0
24708,14343,15392a,69.0,69.0
20506,30383,7481b,0.0,0.0
50567,35873,35444c,100.0,100.0
54600,54622,59360b,0.0,0.0
31723,31847,26964,115.0,138.0
45231,45209,42880a,161.0,161.0
29165,53373,7219b,115.0,138.0
50750,50741,15948b,345.0,230.0
6140,49442,79962,4.16,115.0
17211,22084,18112a,161.0,161.0
26867,51760,26389a,345.0,161.0
35984,52306,283a,100.0,100.0
4629,28835,78651,4.16,230.0
9473,27589,39615c,69.0,0.0
39061,33531,3382,230.0,115.0
32154,27170,8888b,138.0,138.0
50243,50325,28427g,230.0,161.0
58699,58707,54385b,69.0,69.0
